idx,orig_idx,question,transformation_type,intensity,image_idx
val_Spatial_Reasoning_124_masking2_rephrased2,val_Spatial_Reasoning_124,The bench is situated above the dog.,masking,9.0,val_Spatial_Reasoning_124_masking2
val_Spatial_Reasoning_124_masking2_rephrased3,val_Spatial_Reasoning_124,The dog is located at a lower level than the bench.,masking,9.0,val_Spatial_Reasoning_124_masking2
val_Spatial_Reasoning_124_masking2_rephrased4,val_Spatial_Reasoning_124,The dog is below the level of the bench.,masking,9.0,val_Spatial_Reasoning_124_masking2
val_Spatial_Reasoning_124_rotate1_rephrased1,val_Spatial_Reasoning_124,The dog is positioned lower than the bench.,rotate,7.0,val_Spatial_Reasoning_124_rotate1
val_Spatial_Reasoning_124_rotate1_rephrased2,val_Spatial_Reasoning_124,The bench is situated above the dog.,rotate,7.0,val_Spatial_Reasoning_124_rotate1
val_Spatial_Reasoning_124_rotate1_rephrased3,val_Spatial_Reasoning_124,The dog is located at a lower level than the bench.,rotate,7.0,val_Spatial_Reasoning_124_rotate1
val_Spatial_Reasoning_124_rotate1_rephrased4,val_Spatial_Reasoning_124,The bench is positioned higher than the dog.,rotate,7.0,val_Spatial_Reasoning_124_rotate1
val_Spatial_Reasoning_124_rotate2_rephrased1,val_Spatial_Reasoning_124,The bench is above the dog.,rotate,5.0,val_Spatial_Reasoning_124_rotate2
val_Spatial_Reasoning_124_rotate2_rephrased2,val_Spatial_Reasoning_124,The dog is positioned lower than the bench.,rotate,5.0,val_Spatial_Reasoning_124_rotate2
val_Spatial_Reasoning_124_rotate2_rephrased3,val_Spatial_Reasoning_124,The bench is situated above the dog.,rotate,5.0,val_Spatial_Reasoning_124_rotate2
val_Spatial_Reasoning_124_rotate2_rephrased4,val_Spatial_Reasoning_124,The dog is located beneath the bench.,rotate,5.0,val_Spatial_Reasoning_124_rotate2
val_Spatial_Reasoning_124_shift1_rephrased1,val_Spatial_Reasoning_124,The dog is situated at a lower elevation than the bench.,shift,7.0,val_Spatial_Reasoning_124_shift1
val_Spatial_Reasoning_124_shift1_rephrased2,val_Spatial_Reasoning_124,The bench is positioned above the dog.,shift,7.0,val_Spatial_Reasoning_124_shift1
val_Spatial_Reasoning_124_shift1_rephrased3,val_Spatial_Reasoning_124,The dog is located at a lower level than the bench.,shift,7.0,val_Spatial_Reasoning_124_shift1
val_Spatial_Reasoning_124_shift1_rephrased4,val_Spatial_Reasoning_124,The dog is underneath the bench.,shift,7.0,val_Spatial_Reasoning_124_shift1
val_Spatial_Reasoning_124_shift2_rephrased1,val_Spatial_Reasoning_124,The dog is situated at a lower level than the bench.,shift,5.0,val_Spatial_Reasoning_124_shift2
val_Spatial_Reasoning_124_shift2_rephrased2,val_Spatial_Reasoning_124,The bench is positioned above the dog.,shift,5.0,val_Spatial_Reasoning_124_shift2
val_Spatial_Reasoning_124_shift2_rephrased3,val_Spatial_Reasoning_124,The dog is located beneath the bench.,shift,5.0,val_Spatial_Reasoning_124_shift2
val_Spatial_Reasoning_124_shift2_rephrased4,val_Spatial_Reasoning_124,The dog is lower than the bench.,shift,5.0,val_Spatial_Reasoning_124_shift2
val_Spatial_Reasoning_124_bw1_rephrased1,val_Spatial_Reasoning_124,The dog is situated at a lower level than the bench.,bw,,val_Spatial_Reasoning_124_bw1
val_Spatial_Reasoning_124_bw1_rephrased2,val_Spatial_Reasoning_124,The dog is positioned underneath the bench.,bw,,val_Spatial_Reasoning_124_bw1
val_Spatial_Reasoning_124_bw1_rephrased3,val_Spatial_Reasoning_124,The bench is above the dog.,bw,,val_Spatial_Reasoning_124_bw1
val_Spatial_Reasoning_124_bw1_rephrased4,val_Spatial_Reasoning_124,The dog is located beneath the bench.,bw,,val_Spatial_Reasoning_124_bw1
val_Spatial_Reasoning_124_bw2_rephrased1,val_Spatial_Reasoning_124,The bench is above the dog.,bw,,val_Spatial_Reasoning_124_bw2
val_Spatial_Reasoning_124_bw2_rephrased2,val_Spatial_Reasoning_124,The dog is situated underneath the bench.,bw,,val_Spatial_Reasoning_124_bw2
val_Spatial_Reasoning_124_bw2_rephrased3,val_Spatial_Reasoning_124,"Below the bench, you will find the dog.",bw,,val_Spatial_Reasoning_124_bw2
val_Spatial_Reasoning_124_bw2_rephrased4,val_Spatial_Reasoning_124,The dog is positioned at a lower level than the bench.,bw,,val_Spatial_Reasoning_124_bw2
val_Spatial_Reasoning_125_contrast1_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,contrast,5.0,val_Spatial_Reasoning_125_contrast1
val_Spatial_Reasoning_125_contrast1_rephrased2,val_Spatial_Reasoning_125,The chair is located beneath the horse.,contrast,5.0,val_Spatial_Reasoning_125_contrast1
val_Spatial_Reasoning_125_contrast1_rephrased3,val_Spatial_Reasoning_125,The horse is situated on top of the chair.,contrast,5.0,val_Spatial_Reasoning_125_contrast1
val_Spatial_Reasoning_125_contrast1_rephrased4,val_Spatial_Reasoning_125,The chair is placed underneath the horse.,contrast,5.0,val_Spatial_Reasoning_125_contrast1
val_Spatial_Reasoning_125_contrast2_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,contrast,7.0,val_Spatial_Reasoning_125_contrast2
val_Spatial_Reasoning_125_contrast2_rephrased2,val_Spatial_Reasoning_125,The chair is positioned below the horse.,contrast,7.0,val_Spatial_Reasoning_125_contrast2
val_Spatial_Reasoning_125_contrast2_rephrased3,val_Spatial_Reasoning_125,The horse is situated above the chair.,contrast,7.0,val_Spatial_Reasoning_125_contrast2
val_Spatial_Reasoning_125_contrast2_rephrased4,val_Spatial_Reasoning_125,The chair is located beneath the horse.,contrast,7.0,val_Spatial_Reasoning_125_contrast2
val_Spatial_Reasoning_125_blur1_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,blur,5.0,val_Spatial_Reasoning_125_blur1
val_Spatial_Reasoning_125_blur1_rephrased2,val_Spatial_Reasoning_125,The chair is situated below the horse.,blur,5.0,val_Spatial_Reasoning_125_blur1
val_Spatial_Reasoning_125_blur1_rephrased3,val_Spatial_Reasoning_125,The chair lies underneath the horse.,blur,5.0,val_Spatial_Reasoning_125_blur1
val_Spatial_Reasoning_125_blur1_rephrased4,val_Spatial_Reasoning_125,The horse is positioned above the chair.,blur,5.0,val_Spatial_Reasoning_125_blur1
val_Spatial_Reasoning_125_blur2_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,blur,7.0,val_Spatial_Reasoning_125_blur2
val_Spatial_Reasoning_125_blur2_rephrased2,val_Spatial_Reasoning_125,The chair is situated below the horse.,blur,7.0,val_Spatial_Reasoning_125_blur2
val_Spatial_Reasoning_125_blur2_rephrased3,val_Spatial_Reasoning_125,The chair is located under the horse.,blur,7.0,val_Spatial_Reasoning_125_blur2
val_Spatial_Reasoning_125_blur2_rephrased4,val_Spatial_Reasoning_125,The horse is above the chair.,blur,7.0,val_Spatial_Reasoning_125_blur2
val_Spatial_Reasoning_125_noise1_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,noise,6.0,val_Spatial_Reasoning_125_noise1
val_Spatial_Reasoning_125_noise1_rephrased2,val_Spatial_Reasoning_125,The chair is located beneath the horse.,noise,6.0,val_Spatial_Reasoning_125_noise1
val_Spatial_Reasoning_125_noise1_rephrased3,val_Spatial_Reasoning_125,The horse is situated above the chair.,noise,6.0,val_Spatial_Reasoning_125_noise1
val_Spatial_Reasoning_125_noise1_rephrased4,val_Spatial_Reasoning_125,The chair is positioned underneath the horse.,noise,6.0,val_Spatial_Reasoning_125_noise1
val_Spatial_Reasoning_125_noise2_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,noise,5.0,val_Spatial_Reasoning_125_noise2
val_Spatial_Reasoning_125_noise2_rephrased2,val_Spatial_Reasoning_125,The chair is situated beneath the horse.,noise,5.0,val_Spatial_Reasoning_125_noise2
val_Spatial_Reasoning_125_noise2_rephrased3,val_Spatial_Reasoning_125,The horse is positioned above the chair.,noise,5.0,val_Spatial_Reasoning_125_noise2
val_Spatial_Reasoning_125_noise2_rephrased4,val_Spatial_Reasoning_125,The chair is located below the horse.,noise,5.0,val_Spatial_Reasoning_125_noise2
val_Spatial_Reasoning_125_masking1_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,masking,6.0,val_Spatial_Reasoning_125_masking1
val_Spatial_Reasoning_125_masking1_rephrased2,val_Spatial_Reasoning_125,The chair is situated beneath the horse.,masking,6.0,val_Spatial_Reasoning_125_masking1
val_Spatial_Reasoning_125_masking1_rephrased3,val_Spatial_Reasoning_125,The horse is positioned over the chair.,masking,6.0,val_Spatial_Reasoning_125_masking1
val_Spatial_Reasoning_125_masking1_rephrased4,val_Spatial_Reasoning_125,The chair is located underneath the horse.,masking,6.0,val_Spatial_Reasoning_125_masking1
val_Spatial_Reasoning_125_masking2_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,masking,5.0,val_Spatial_Reasoning_125_masking2
val_Spatial_Reasoning_125_masking2_rephrased2,val_Spatial_Reasoning_125,The chair is positioned beneath the horse.,masking,5.0,val_Spatial_Reasoning_125_masking2
val_Spatial_Reasoning_125_masking2_rephrased3,val_Spatial_Reasoning_125,The horse is located above the chair.,masking,5.0,val_Spatial_Reasoning_125_masking2
val_Spatial_Reasoning_125_masking2_rephrased4,val_Spatial_Reasoning_125,The chair is situated under the horse.,masking,5.0,val_Spatial_Reasoning_125_masking2
val_Spatial_Reasoning_125_rotate1_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,rotate,5.0,val_Spatial_Reasoning_125_rotate1
val_Spatial_Reasoning_125_rotate1_rephrased2,val_Spatial_Reasoning_125,The chair is situated below the horse.,rotate,5.0,val_Spatial_Reasoning_125_rotate1
val_Spatial_Reasoning_125_rotate1_rephrased3,val_Spatial_Reasoning_125,The horse is directly above the chair.,rotate,5.0,val_Spatial_Reasoning_125_rotate1
val_Spatial_Reasoning_125_rotate1_rephrased4,val_Spatial_Reasoning_125,The chair is located beneath the horse.,rotate,5.0,val_Spatial_Reasoning_125_rotate1
val_Spatial_Reasoning_125_rotate2_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,rotate,7.0,val_Spatial_Reasoning_125_rotate2
val_Spatial_Reasoning_125_rotate2_rephrased2,val_Spatial_Reasoning_125,The chair is situated below the horse.,rotate,7.0,val_Spatial_Reasoning_125_rotate2
val_Spatial_Reasoning_125_rotate2_rephrased3,val_Spatial_Reasoning_125,The horse is placed on top of the chair.,rotate,7.0,val_Spatial_Reasoning_125_rotate2
val_Spatial_Reasoning_125_rotate2_rephrased4,val_Spatial_Reasoning_125,The chair is located underneath the horse.,rotate,7.0,val_Spatial_Reasoning_125_rotate2
val_Spatial_Reasoning_125_shift1_rephrased1,val_Spatial_Reasoning_125,The horse is above the chair.,shift,5.0,val_Spatial_Reasoning_125_shift1
val_Spatial_Reasoning_125_shift1_rephrased2,val_Spatial_Reasoning_125,The chair is situated beneath the horse.,shift,5.0,val_Spatial_Reasoning_125_shift1
val_Spatial_Reasoning_125_shift1_rephrased3,val_Spatial_Reasoning_125,The horse is positioned above the chair.,shift,5.0,val_Spatial_Reasoning_125_shift1
val_Spatial_Reasoning_125_shift1_rephrased4,val_Spatial_Reasoning_125,The chair is located underneath the horse.,shift,5.0,val_Spatial_Reasoning_125_shift1
val_Spatial_Reasoning_125_shift2_rephrased1,val_Spatial_Reasoning_125,The horse is situated above the chair.,shift,7.0,val_Spatial_Reasoning_125_shift2
val_Spatial_Reasoning_125_shift2_rephrased2,val_Spatial_Reasoning_125,The chair is positioned directly beneath the horse.,shift,7.0,val_Spatial_Reasoning_125_shift2
val_Spatial_Reasoning_125_shift2_rephrased3,val_Spatial_Reasoning_125,The horse is placed directly over the chair.,shift,7.0,val_Spatial_Reasoning_125_shift2
val_Spatial_Reasoning_125_shift2_rephrased4,val_Spatial_Reasoning_125,The chair is located underneath the horse.,shift,7.0,val_Spatial_Reasoning_125_shift2
val_Spatial_Reasoning_125_bw1_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,bw,,val_Spatial_Reasoning_125_bw1
val_Spatial_Reasoning_125_bw1_rephrased2,val_Spatial_Reasoning_125,The chair is situated below the horse.,bw,,val_Spatial_Reasoning_125_bw1
val_Spatial_Reasoning_125_bw1_rephrased3,val_Spatial_Reasoning_125,The chair lies underneath the horse.,bw,,val_Spatial_Reasoning_125_bw1
val_Spatial_Reasoning_125_bw1_rephrased4,val_Spatial_Reasoning_125,The horse is situated above the chair.,bw,,val_Spatial_Reasoning_125_bw1
val_Spatial_Reasoning_125_bw2_rephrased1,val_Spatial_Reasoning_125,The horse is positioned above the chair.,bw,,val_Spatial_Reasoning_125_bw2
val_Spatial_Reasoning_125_bw2_rephrased2,val_Spatial_Reasoning_125,The chair is located beneath the horse.,bw,,val_Spatial_Reasoning_125_bw2
val_Spatial_Reasoning_125_bw2_rephrased3,val_Spatial_Reasoning_125,The horse is situated above the chair.,bw,,val_Spatial_Reasoning_125_bw2
val_Spatial_Reasoning_125_bw2_rephrased4,val_Spatial_Reasoning_125,The chair is positioned below the horse.,bw,,val_Spatial_Reasoning_125_bw2
val_Spatial_Reasoning_126_contrast1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the top of the bench.,contrast,3.0,val_Spatial_Reasoning_126_contrast1
val_Spatial_Reasoning_126_contrast1_rephrased2,val_Spatial_Reasoning_126,The bench has the dog resting on its top surface.,contrast,3.0,val_Spatial_Reasoning_126_contrast1
val_Spatial_Reasoning_126_contrast1_rephrased3,val_Spatial_Reasoning_126,The top part of the bench is occupied by the dog.,contrast,3.0,val_Spatial_Reasoning_126_contrast1
val_Spatial_Reasoning_126_contrast1_rephrased4,val_Spatial_Reasoning_126,The dog is positioned at the uppermost point of the bench.,contrast,3.0,val_Spatial_Reasoning_126_contrast1
val_Spatial_Reasoning_126_contrast2_rephrased1,val_Spatial_Reasoning_126,The dog is situated at the top of the bench.,contrast,4.0,val_Spatial_Reasoning_126_contrast2
val_Spatial_Reasoning_126_contrast2_rephrased2,val_Spatial_Reasoning_126,The bench has the dog positioned on it at the top.,contrast,4.0,val_Spatial_Reasoning_126_contrast2
val_Spatial_Reasoning_126_contrast2_rephrased3,val_Spatial_Reasoning_126,The top of the bench is where the dog is located.,contrast,4.0,val_Spatial_Reasoning_126_contrast2
val_Spatial_Reasoning_126_contrast2_rephrased4,val_Spatial_Reasoning_126,The dog is currently perched at the top of the bench.,contrast,4.0,val_Spatial_Reasoning_126_contrast2
val_Spatial_Reasoning_126_blur1_rephrased1,val_Spatial_Reasoning_126,The dog is situated at the highest point on the bench.,blur,3.0,val_Spatial_Reasoning_126_blur1
val_Spatial_Reasoning_126_blur1_rephrased2,val_Spatial_Reasoning_126,The bench is currently occupied by the dog at its top surface.,blur,3.0,val_Spatial_Reasoning_126_blur1
val_Spatial_Reasoning_126_blur1_rephrased3,val_Spatial_Reasoning_126,The dog has positioned itself on the top part of the bench.,blur,3.0,val_Spatial_Reasoning_126_blur1
val_Spatial_Reasoning_126_blur1_rephrased4,val_Spatial_Reasoning_126,The dog is currently resting on the top of the bench.,blur,3.0,val_Spatial_Reasoning_126_blur1
val_Spatial_Reasoning_126_blur2_rephrased1,val_Spatial_Reasoning_126,The dog is situated on top of the bench.,blur,4.0,val_Spatial_Reasoning_126_blur2
val_Spatial_Reasoning_126_blur2_rephrased2,val_Spatial_Reasoning_126,The bench has the dog positioned on it at the top.,blur,4.0,val_Spatial_Reasoning_126_blur2
val_Spatial_Reasoning_126_blur2_rephrased3,val_Spatial_Reasoning_126,The dog is located at the uppermost part of the bench.,blur,4.0,val_Spatial_Reasoning_126_blur2
val_Spatial_Reasoning_126_blur2_rephrased4,val_Spatial_Reasoning_126,The dog occupies the top surface of the bench.,blur,4.0,val_Spatial_Reasoning_126_blur2
val_Spatial_Reasoning_126_noise1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on top of the bench.,noise,7.0,val_Spatial_Reasoning_126_noise1
val_Spatial_Reasoning_126_noise1_rephrased2,val_Spatial_Reasoning_126,The dog is positioned on the top of the bench.,noise,7.0,val_Spatial_Reasoning_126_noise1
val_Spatial_Reasoning_126_noise1_rephrased3,val_Spatial_Reasoning_126,The dog is located on the upper surface of the bench.,noise,7.0,val_Spatial_Reasoning_126_noise1
val_Spatial_Reasoning_126_noise1_rephrased4,val_Spatial_Reasoning_126,The dog is perched on the highest part of the bench.,noise,7.0,val_Spatial_Reasoning_126_noise1
val_Spatial_Reasoning_126_noise2_rephrased1,val_Spatial_Reasoning_126,The dog is positioned at the highest point on the bench.,noise,5.0,val_Spatial_Reasoning_126_noise2
val_Spatial_Reasoning_126_noise2_rephrased2,val_Spatial_Reasoning_126,The dog is sitting atop the bench.,noise,5.0,val_Spatial_Reasoning_126_noise2
val_Spatial_Reasoning_126_noise2_rephrased3,val_Spatial_Reasoning_126,The dog is located on top of the bench.,noise,5.0,val_Spatial_Reasoning_126_noise2
val_Spatial_Reasoning_126_noise2_rephrased4,val_Spatial_Reasoning_126,The dog is at the top of the bench.,noise,5.0,val_Spatial_Reasoning_126_noise2
val_Spatial_Reasoning_126_masking1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the top surface of the bench.,masking,7.0,val_Spatial_Reasoning_126_masking1
val_Spatial_Reasoning_126_masking1_rephrased2,val_Spatial_Reasoning_126,The dog is positioned at the highest point of the bench.,masking,7.0,val_Spatial_Reasoning_126_masking1
val_Spatial_Reasoning_126_masking1_rephrased3,val_Spatial_Reasoning_126,The dog is currently located at the top of the bench.,masking,7.0,val_Spatial_Reasoning_126_masking1
val_Spatial_Reasoning_126_masking1_rephrased4,val_Spatial_Reasoning_126,The dog is sitting on the top of the bench.,masking,7.0,val_Spatial_Reasoning_126_masking1
val_Spatial_Reasoning_126_masking2_rephrased1,val_Spatial_Reasoning_126,The dog is situated on top of the bench.,masking,5.0,val_Spatial_Reasoning_126_masking2
val_Spatial_Reasoning_126_masking2_rephrased2,val_Spatial_Reasoning_126,The bench has the dog on it.,masking,5.0,val_Spatial_Reasoning_126_masking2
val_Spatial_Reasoning_126_masking2_rephrased3,val_Spatial_Reasoning_126,The dog is positioned on the top surface of the bench.,masking,5.0,val_Spatial_Reasoning_126_masking2
val_Spatial_Reasoning_126_masking2_rephrased4,val_Spatial_Reasoning_126,The dog is located at the uppermost part of the bench.,masking,5.0,val_Spatial_Reasoning_126_masking2
val_Spatial_Reasoning_126_rotate1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on top of the bench.,rotate,3.0,val_Spatial_Reasoning_126_rotate1
val_Spatial_Reasoning_126_rotate1_rephrased2,val_Spatial_Reasoning_126,The dog is positioned on the upper surface of the bench.,rotate,3.0,val_Spatial_Reasoning_126_rotate1
val_Spatial_Reasoning_126_rotate1_rephrased3,val_Spatial_Reasoning_126,The dog is located at the top of the bench.,rotate,3.0,val_Spatial_Reasoning_126_rotate1
val_Spatial_Reasoning_126_rotate1_rephrased4,val_Spatial_Reasoning_126,The dog is perched on the highest part of the bench.,rotate,3.0,val_Spatial_Reasoning_126_rotate1
val_Spatial_Reasoning_126_rotate2_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the top of the bench.,rotate,4.0,val_Spatial_Reasoning_126_rotate2
val_Spatial_Reasoning_126_rotate2_rephrased2,val_Spatial_Reasoning_126,The bench has the dog positioned on its top surface.,rotate,4.0,val_Spatial_Reasoning_126_rotate2
val_Spatial_Reasoning_126_rotate2_rephrased3,val_Spatial_Reasoning_126,The dog is currently located on the upper part of the bench.,rotate,4.0,val_Spatial_Reasoning_126_rotate2
val_Spatial_Reasoning_126_rotate2_rephrased4,val_Spatial_Reasoning_126,The dog is perched at the top of the bench.,rotate,4.0,val_Spatial_Reasoning_126_rotate2
val_Spatial_Reasoning_126_shift1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the top surface of the bench.,shift,3.0,val_Spatial_Reasoning_126_shift1
val_Spatial_Reasoning_126_shift1_rephrased2,val_Spatial_Reasoning_126,The bench has the dog positioned on its upper side.,shift,3.0,val_Spatial_Reasoning_126_shift1
val_Spatial_Reasoning_126_shift1_rephrased3,val_Spatial_Reasoning_126,The dog occupies the highest point on the bench.,shift,3.0,val_Spatial_Reasoning_126_shift1
val_Spatial_Reasoning_126_shift1_rephrased4,val_Spatial_Reasoning_126,The dog is currently perched on top of the bench.,shift,3.0,val_Spatial_Reasoning_126_shift1
val_Spatial_Reasoning_126_shift2_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the upper surface of the bench.,shift,4.0,val_Spatial_Reasoning_126_shift2
val_Spatial_Reasoning_126_shift2_rephrased2,val_Spatial_Reasoning_126,The bench has the dog positioned on its top.,shift,4.0,val_Spatial_Reasoning_126_shift2
val_Spatial_Reasoning_126_shift2_rephrased3,val_Spatial_Reasoning_126,The dog is currently located on the highest part of the bench.,shift,4.0,val_Spatial_Reasoning_126_shift2
val_Spatial_Reasoning_126_shift2_rephrased4,val_Spatial_Reasoning_126,The top of the bench is where the dog is positioned.,shift,4.0,val_Spatial_Reasoning_126_shift2
val_Spatial_Reasoning_126_bw1_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the surface of the bench.,bw,,val_Spatial_Reasoning_126_bw1
val_Spatial_Reasoning_126_bw1_rephrased2,val_Spatial_Reasoning_126,The dog is positioned at the top of the bench.,bw,,val_Spatial_Reasoning_126_bw1
val_Spatial_Reasoning_126_bw1_rephrased3,val_Spatial_Reasoning_126,The dog is located directly above the bench.,bw,,val_Spatial_Reasoning_126_bw1
val_Spatial_Reasoning_126_bw1_rephrased4,val_Spatial_Reasoning_126,The dog is perched on top of the bench.,bw,,val_Spatial_Reasoning_126_bw1
val_Spatial_Reasoning_126_bw2_rephrased1,val_Spatial_Reasoning_126,The dog is situated on the surface of the bench.,bw,,val_Spatial_Reasoning_126_bw2
val_Spatial_Reasoning_126_bw2_rephrased2,val_Spatial_Reasoning_126,The dog is positioned at the highest point of the bench.,bw,,val_Spatial_Reasoning_126_bw2
val_Spatial_Reasoning_126_bw2_rephrased3,val_Spatial_Reasoning_126,The dog is located on the topmost part of the bench.,bw,,val_Spatial_Reasoning_126_bw2
val_Spatial_Reasoning_126_bw2_rephrased4,val_Spatial_Reasoning_126,The dog is currently sitting on the top of the bench.,bw,,val_Spatial_Reasoning_126_bw2
val_Spatial_Reasoning_127_contrast1_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,contrast,4.0,val_Spatial_Reasoning_127_contrast1
val_Spatial_Reasoning_127_contrast1_rephrased2,val_Spatial_Reasoning_127,The bench is situated at the rear of the laptop.,contrast,4.0,val_Spatial_Reasoning_127_contrast1
val_Spatial_Reasoning_127_contrast1_rephrased3,val_Spatial_Reasoning_127,The laptop is positioned in front of the bench.,contrast,4.0,val_Spatial_Reasoning_127_contrast1
val_Spatial_Reasoning_127_contrast1_rephrased4,val_Spatial_Reasoning_127,The bench is located directly behind the laptop.,contrast,4.0,val_Spatial_Reasoning_127_contrast1
val_Spatial_Reasoning_127_contrast2_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,contrast,3.0,val_Spatial_Reasoning_127_contrast2
val_Spatial_Reasoning_127_contrast2_rephrased2,val_Spatial_Reasoning_127,The bench is situated behind the laptop.,contrast,3.0,val_Spatial_Reasoning_127_contrast2
val_Spatial_Reasoning_127_contrast2_rephrased3,val_Spatial_Reasoning_127,The laptop is positioned in front of the bench.,contrast,3.0,val_Spatial_Reasoning_127_contrast2
val_Spatial_Reasoning_127_contrast2_rephrased4,val_Spatial_Reasoning_127,The bench is located behind the laptop.,contrast,3.0,val_Spatial_Reasoning_127_contrast2
val_Spatial_Reasoning_127_blur1_rephrased1,val_Spatial_Reasoning_127,The laptop has the bench positioned behind it.,blur,4.0,val_Spatial_Reasoning_127_blur1
val_Spatial_Reasoning_127_blur1_rephrased2,val_Spatial_Reasoning_127,Behind the laptop is the bench's location.,blur,4.0,val_Spatial_Reasoning_127_blur1
val_Spatial_Reasoning_127_blur1_rephrased3,val_Spatial_Reasoning_127,The bench is situated in the direction behind the laptop.,blur,4.0,val_Spatial_Reasoning_127_blur1
val_Spatial_Reasoning_127_blur1_rephrased4,val_Spatial_Reasoning_127,The bench is located in the area directly behind the laptop.,blur,4.0,val_Spatial_Reasoning_127_blur1
val_Spatial_Reasoning_127_blur2_rephrased1,val_Spatial_Reasoning_127,The laptop has the bench positioned directly behind it.,blur,3.0,val_Spatial_Reasoning_127_blur2
val_Spatial_Reasoning_127_blur2_rephrased2,val_Spatial_Reasoning_127,The bench is situated in the rear of the laptop.,blur,3.0,val_Spatial_Reasoning_127_blur2
val_Spatial_Reasoning_127_blur2_rephrased3,val_Spatial_Reasoning_127,The laptop is in front of the bench.,blur,3.0,val_Spatial_Reasoning_127_blur2
val_Spatial_Reasoning_127_blur2_rephrased4,val_Spatial_Reasoning_127,The bench is located in the area directly behind the laptop.,blur,3.0,val_Spatial_Reasoning_127_blur2
val_Spatial_Reasoning_127_noise1_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,noise,8.0,val_Spatial_Reasoning_127_noise1
val_Spatial_Reasoning_127_noise1_rephrased2,val_Spatial_Reasoning_127,The bench is positioned behind the laptop.,noise,8.0,val_Spatial_Reasoning_127_noise1
val_Spatial_Reasoning_127_noise1_rephrased3,val_Spatial_Reasoning_127,The laptop is situated in front of the bench.,noise,8.0,val_Spatial_Reasoning_127_noise1
val_Spatial_Reasoning_127_noise1_rephrased4,val_Spatial_Reasoning_127,The bench is located directly behind the laptop.,noise,8.0,val_Spatial_Reasoning_127_noise1
val_Spatial_Reasoning_127_noise2_rephrased1,val_Spatial_Reasoning_127,The laptop has the bench positioned behind it.,noise,7.0,val_Spatial_Reasoning_127_noise2
val_Spatial_Reasoning_127_noise2_rephrased2,val_Spatial_Reasoning_127,The bench is situated in the rear of the laptop.,noise,7.0,val_Spatial_Reasoning_127_noise2
val_Spatial_Reasoning_127_noise2_rephrased3,val_Spatial_Reasoning_127,The bench is located at the back of the laptop.,noise,7.0,val_Spatial_Reasoning_127_noise2
val_Spatial_Reasoning_127_noise2_rephrased4,val_Spatial_Reasoning_127,The laptop has the bench positioned in its rear.,noise,7.0,val_Spatial_Reasoning_127_noise2
val_Spatial_Reasoning_127_masking1_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,masking,8.0,val_Spatial_Reasoning_127_masking1
val_Spatial_Reasoning_127_masking1_rephrased2,val_Spatial_Reasoning_127,The bench is located at the rear of the laptop.,masking,8.0,val_Spatial_Reasoning_127_masking1
val_Spatial_Reasoning_127_masking1_rephrased3,val_Spatial_Reasoning_127,The laptop is positioned in front of the bench.,masking,8.0,val_Spatial_Reasoning_127_masking1
val_Spatial_Reasoning_127_masking1_rephrased4,val_Spatial_Reasoning_127,The bench is situated behind the laptop.,masking,8.0,val_Spatial_Reasoning_127_masking1
val_Spatial_Reasoning_127_masking2_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,masking,7.0,val_Spatial_Reasoning_127_masking2
val_Spatial_Reasoning_127_masking2_rephrased2,val_Spatial_Reasoning_127,The bench is positioned after the laptop.,masking,7.0,val_Spatial_Reasoning_127_masking2
val_Spatial_Reasoning_127_masking2_rephrased3,val_Spatial_Reasoning_127,The bench is situated to the rear of the laptop.,masking,7.0,val_Spatial_Reasoning_127_masking2
val_Spatial_Reasoning_127_masking2_rephrased4,val_Spatial_Reasoning_127,The laptop is situated in front of the bench.,masking,7.0,val_Spatial_Reasoning_127_masking2
val_Spatial_Reasoning_127_rotate1_rephrased1,val_Spatial_Reasoning_127,The laptop is in front of the bench.,rotate,4.0,val_Spatial_Reasoning_127_rotate1
