idx,question,orig_idx
val_Spatial_Relation_37_rephrased5,Is the individual looking at the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased6,Is the person's face towards the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased7,Is the individual facing in the direction of the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased8,Is the person turned towards the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased9,Is the individual's back to the book's opposite side?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased10,Is the person oriented away from the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased11,Is the individual's face away from the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased12,Is the person's back turned towards the book?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased13,Is the individual facing the book's opposite side?,val_Spatial_Relation_37
val_Spatial_Relation_37_rephrased14,Is the person turned away from the book?,val_Spatial_Relation_37
val_Spatial_Relation_38_rephrased1,Is the bowl situated above the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased2,Is the cat underneath the bowl?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased3,Is the bowl positioned on top of the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased4,Does the bowl rest on the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased5,Is the cat beneath the bowl?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased6,Is the bowl placed above the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased7,Is the bowl stacked on the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased8,Is the bowl sitting on the cat?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased9,Does the cat have the bowl on top of it?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased10,Is the bowl located above the cat's body?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased11,Is the cat supporting the bowl from below?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased12,Is the bowl positioned above the cat's surface?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased13,Is the bowl on top of the feline creature?,val_Spatial_Relation_38
val_Spatial_Relation_38_rephrased14,Is the cat underneath the container?,val_Spatial_Relation_38
val_Spatial_Relation_39_rephrased1,Is the bench positioned to the right of the bed?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased2,Is the bench located on the right side of the bed?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased3,Is the bench situated to the right of the bed's location?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased4,Is the bench placed to the right of the bed's position?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased5,Is the bench positioned to the right of where the bed is?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased6,Is the bench located on the right-hand side of the bed?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased7,Is the bench situated to the right of the bed's placement?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased8,Is the bench to the right of the bed in its current location?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased9,Is the bench located to the right of the bed's spot?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased10,Is the bench situated to the right of the bed's area?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased11,Is the bench on the right side of the bed's location?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased12,Is the bench to the right of where the bed is situated?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased13,Is the bench positioned on the right side of the bed?,val_Spatial_Relation_39
val_Spatial_Relation_39_rephrased14,Is the bench located on the right of the bed?,val_Spatial_Relation_39
val_Spatial_Relation_40_rephrased1,Is the laptop situated on the right-hand side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased2,Is the laptop located on the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased3,Is the laptop positioned at the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased4,Does the laptop occupy the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased5,Is the laptop found on the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased6,Is the laptop situated at the right-hand side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased7,Is the laptop placed on the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased8,Is the laptop located on the right-hand side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased9,Is the laptop positioned on the right side of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased10,Is the laptop at the right side of the sandwich when viewed from the front?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased11,Is the laptop positioned to the right of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased12,Is the laptop located on the right-hand side of the sandwich when viewed from the front?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased13,Is the laptop situated to the right of the sandwich?,val_Spatial_Relation_40
val_Spatial_Relation_40_rephrased14,Is the laptop on the right-hand side of the sandwich when viewed from the front?,val_Spatial_Relation_40
val_Spatial_Relation_41_rephrased1,Is the orange located to the right of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased2,Is the orange situated to the right of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased3,Is the orange positioned at the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased4,Is the orange on the right-hand side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased5,Is the orange situated on the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased6,Is the orange positioned on the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased7,Is the orange at the right-hand side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased8,Is the orange on the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased9,Is the orange located at the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased10,Is the orange situated at the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased11,Is the orange positioned on the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased12,Is the orange to the right of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased13,Is the orange located on the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_41_rephrased14,Is the orange situated to the right side of the umbrella?,val_Spatial_Relation_41
val_Spatial_Relation_42_rephrased1,Is the cat currently sitting on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased2,Is the cat positioned on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased3,Is the cat found on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased4,Does the cat occupy the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased5,Is the cat located on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased6,Is the cat situated on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased7,Is the cat on the chair at present?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased8,Is the cat perched on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased9,Is the cat found to be on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased10,Is the cat seated on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased11,Does the cat reside on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased12,Is the cat resting on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased13,Is the cat positioned in a seated state on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_42_rephrased14,Is the cat in a seated position on the chair?,val_Spatial_Relation_42
val_Spatial_Relation_43_rephrased1,Is the cat currently located in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased2,Is there a cat in the sink right now?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased3,Is a cat sitting in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased4,Is the cat situated in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased5,Is the cat positioned in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased6,Is the cat in the sink at the moment?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased7,Is there a feline in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased8,Is the cat placed in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased9,Is the cat found in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased10,Is the cat in the sink currently?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased11,Is the cat occupying the sink?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased12,Is the cat located in the sink now?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased13,Is the cat in the sink right this second?,val_Spatial_Relation_43
val_Spatial_Relation_43_rephrased14,Is a cat found in the sink?,val_Spatial_Relation_43
val_Spatial_Relation_44_rephrased1,Is the refrigerator located behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased2,Is the refrigerator situated behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased3,Does the refrigerator stand behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased4,Is the refrigerator positioned behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased5,Is the refrigerator placed behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased6,Is the refrigerator positioned to the rear of the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased7,Is the refrigerator situated to the back of the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased8,Is the refrigerator located at the back of the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased9,Is the refrigerator positioned at the rear of the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased10,Is the refrigerator situated in the area behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased11,Is the refrigerator located in the space behind the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased12,Is the refrigerator behind the table used for dining?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased13,Is the refrigerator situated in the area to the rear of the dining table?,val_Spatial_Relation_44
val_Spatial_Relation_44_rephrased14,Is the refrigerator located in the back of the dining area?,val_Spatial_Relation_44
val_Spatial_Relation_45_rephrased1,Does the truck make up the cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased2,Does the cake comprise the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased3,Is the truck a part of the cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased4,Does the cake include the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased5,Does the truck form the cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased6,Does the cake consist entirely of the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased7,Is the cake made up of the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased8,Does the truck constitute the cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased9,Is the cake formed by the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased10,Does the cake consist solely of the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased11,Does the truck make up the entire cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased12,Does the cake comprise solely the truck?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased13,Is the truck the sole component of the cake?,val_Spatial_Relation_45
val_Spatial_Relation_45_rephrased14,Does the cake consist entirely of the truck alone?,val_Spatial_Relation_45
val_Spatial_Relation_46_rephrased1,Is there a dog sitting on a motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased2,Is a dog currently riding a motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased3,Is the dog located on top of the motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased4,Is the motorcycle occupied by a dog?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased5,Is a dog on the motorcycle at the moment?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased6,Is the motorcycle carrying a dog?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased7,Does the dog have its paws on the motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased8,Is a dog sitting on the motorcycle now?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased9,Is the motorcycle being ridden by a dog?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased10,Is the dog perched on the motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased11,Is the motorcycle currently holding a dog?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased12,Is there a dog on top of the motorcycle?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased13,Is the dog sitting on the motorcycle right now?,val_Spatial_Relation_46
val_Spatial_Relation_46_rephrased14,Is the motorcycle carrying a canine on it?,val_Spatial_Relation_46
val_Spatial_Relation_47_rephrased1,Is the microwave positioned higher than the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased2,Is the laptop below the microwave in height?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased3,Does the microwave sit above the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased4,Is the laptop lower than the microwave?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased5,Is the microwave placed on top of the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased6,Is the laptop situated below the microwave?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased7,Does the microwave stand above the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased8,Is the microwave positioned on top of the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased9,Is the laptop lower than the microwave in height?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased10,Is the microwave above the laptop in height?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased11,Is the laptop situated below the microwave in height?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased12,Does the microwave have a higher position than the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased13,Is the laptop positioned below the microwave?,val_Spatial_Relation_47
val_Spatial_Relation_47_rephrased14,Is the microwave on a higher level than the laptop?,val_Spatial_Relation_47
val_Spatial_Relation_48_rephrased1,Is the broccoli located next to the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased2,Is the broccoli positioned beside the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased3,Is broccoli situated near the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased4,Is the broccoli placed beside the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased5,Is the bowl and broccoli side by side?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased6,Is the broccoli adjacent to the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased7,Is broccoli found next to the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased8,Is the broccoli located to the side of the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased9,Is broccoli positioned next to the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased10,Is the bowl and broccoli in close proximity?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased11,Is the broccoli situated next to the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased12,Is the bowl and broccoli in the same vicinity?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased13,Is the broccoli placed to the side of the bowl?,val_Spatial_Relation_48
val_Spatial_Relation_48_rephrased14,Is the broccoli and bowl in close proximity to each other?,val_Spatial_Relation_48
val_Spatial_Relation_49_rephrased1,Is the motorcycle currently being ridden by a dog from the top?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased2,Is there a dog sitting on top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased3,Does a dog occupy the highest position on the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased4,Is a dog positioned on top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased5,Is the motorcycle being ridden by a dog that is on top?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased6,Is the dog sitting on the top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased7,Can you see a dog on top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased8,Is a dog on the highest point of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased9,Is the top of the motorcycle occupied by a dog?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased10,Is the motorcycle's top surface currently being used by a dog?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased11,Is there a dog on the very top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased12,Is the dog perched on top of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased13,Is a dog on the uppermost part of the motorcycle?,val_Spatial_Relation_49
val_Spatial_Relation_49_rephrased14,Is the motorcycle's upper surface currently being used by a dog?,val_Spatial_Relation_49
val_Spatial_Relation_50_rephrased1,Is the sandwich situated on the left-hand side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased2,Is the sandwich positioned on the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased3,Is the sandwich located at the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased4,Is the sandwich situated at the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased5,Is the sandwich placed on the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased6,Is the sandwich on the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased7,Is the sandwich found at the left side of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased8,Is the sandwich positioned to the left of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased9,Is the sandwich located to the left of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased10,Is the sandwich at the left of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased11,Is the sandwich on the laptop's left side?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased12,Is the sandwich at the laptop's left side?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased13,Is the sandwich situated to the left of the laptop?,val_Spatial_Relation_50
val_Spatial_Relation_50_rephrased14,Is the sandwich on the laptop's left?,val_Spatial_Relation_50
val_Spatial_Relation_51_rephrased1,Is the vehicle at the rear of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased2,Is the car positioned at the back of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased3,Is the automobile located at the rear of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased4,Is the car situated at the back of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased5,Is the car placed at the rear of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased6,Is the car at the rear of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased7,Is the car at the end of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased8,Is the car at the tail of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased9,Is the car at the back of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased10,Is the bicycle carrying a car at its rear?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased11,Is the car located at the back of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased12,Is the car situated at the rear of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased13,Does the bicycle have a car at its back?,val_Spatial_Relation_51
val_Spatial_Relation_51_rephrased14,Is the car attached to the back of the bicycle?,val_Spatial_Relation_51
val_Spatial_Relation_52_rephrased1,Is the train located at a considerable distance from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased2,Is the train far removed from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased3,Is the stop sign a considerable distance away from the train?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased4,Is the train positioned at a distance from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased5,Is the train a considerable distance from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased6,Is the stop sign far from the train?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased7,Is the distance between the train and the stop sign considerable?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased8,Is the train positioned at a considerable distance from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased9,Is the stop sign a long way from the train?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased10,Is the train far from the stop sign in terms of distance?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased11,Is the distance between the train and the stop sign great?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased12,Is the train located at a great distance from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased13,Is the stop sign located far from the train in terms of distance?,val_Spatial_Relation_52
val_Spatial_Relation_52_rephrased14,Is the train a great distance away from the stop sign?,val_Spatial_Relation_52
val_Spatial_Relation_53_rephrased1,Is the orange positioned to the rear of the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased2,Is the apple in front of the orange?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased3,Is the orange situated behind the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased4,Is the apple in front of the orange?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased5,Is the orange placed behind the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased6,Is the orange located behind the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased7,Is the apple in a position in front of the orange?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased8,Is the orange positioned to the rear of the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased9,Does the orange come after the apple in order?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased10,Does the apple precede the orange in order?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased11,Is the orange in a position behind the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased12,Is the orange located to the rear of the apple?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased13,Does the apple come before the orange in order?,val_Spatial_Relation_53
val_Spatial_Relation_53_rephrased14,Is the orange situated to the rear of the apple?,val_Spatial_Relation_53
val_Spatial_Relation_54_rephrased1,Is the teddy bear situated next to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased2,Is there a teddy bear located beside the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased3,Does the teddy bear lie beside the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased4,Is the teddy bear placed next to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased5,Does the bottle have a teddy bear beside it?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased6,Is the teddy bear positioned adjacent to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased7,Is the teddy bear near the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased8,Is the teddy bear situated adjacent to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased9,Is the teddy bear located close to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased10,Does the teddy bear sit next to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased11,Is the teddy bear found beside the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased12,Is the teddy bear positioned beside the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased13,Is the bottle accompanied by a teddy bear?,val_Spatial_Relation_54
val_Spatial_Relation_54_rephrased14,Is a teddy bear located next to the bottle?,val_Spatial_Relation_54
val_Spatial_Relation_55_rephrased1,Is the potted plant positioned directly behind the person?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased2,Is the potted plant located behind the individual?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased3,Is the potted plant situated in the background behind the person?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased4,Is the potted plant positioned in the rear of the person?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased5,Is the potted plant located to the rear of the person?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased6,Is the potted plant situated directly to the back of the person?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased7,Is the potted plant in the background behind the person in question?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased8,Is the potted plant positioned behind the individual in question?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased9,Is the potted plant situated in the person's background?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased10,Is the potted plant located behind the person standing there?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased11,Is the potted plant positioned behind the individual standing in front?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased12,Is the potted plant situated in the person's rear?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased13,Is the potted plant located in the back of the person standing there?,val_Spatial_Relation_55
val_Spatial_Relation_55_rephrased14,Is the potted plant situated directly behind the person standing in front?,val_Spatial_Relation_55
val_Spatial_Relation_56_rephrased1,Does the cat fit inside the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased2,Is the cat located within the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased3,Does the cup enclose the cat?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased4,Can the cat be found inside the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased5,Is the cat contained within the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased6,Does the cup hold the cat?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased7,Is the cat inside the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased8,Does the cup have the cat inside it?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased9,Can the cat be placed inside the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased10,Does the cup encompass the cat?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased11,Is the cat situated within the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased12,Does the cup confine the cat?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased13,Is the cat enclosed by the cup?,val_Spatial_Relation_56
val_Spatial_Relation_56_rephrased14,Does the cup surround the cat?,val_Spatial_Relation_56
val_Spatial_Relation_57_rephrased1,Is the cake located in front of the oven?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased2,Is the oven situated to the rear of the cake?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased3,Is the cake positioned in front of the oven?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased4,Is the oven located at the back of the cake?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased5,Is the cake situated in front of the oven in that area?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased6,Is the oven placed behind the cake?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased7,Is the position of the cake in front of the oven?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased8,Is the oven positioned to the rear of the cake?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased9,Is the cake in front of the oven in that direction?,val_Spatial_Relation_57
val_Spatial_Relation_57_rephrased10,Is the oven located behind the cake in that area?,val_Spatial_Relation_57
