idx,orig_idx,question,transformation_type,intensity
val_Spatial_Reasoning_130_masking1,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,masking,9
val_Spatial_Reasoning_130_masking2,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,masking,6
val_Spatial_Reasoning_130_rotate1,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,rotate,8
val_Spatial_Reasoning_130_rotate2,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,rotate,3
val_Spatial_Reasoning_130_shift1,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,shift,8
val_Spatial_Reasoning_130_shift2,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,shift,3
val_Spatial_Reasoning_130_bw1,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,bw,NA
val_Spatial_Reasoning_130_bw2,val_Spatial_Reasoning_130,The dog is at the right side of the horse.,bw,NA
val_Spatial_Reasoning_131_contrast1,val_Spatial_Reasoning_131,The bench is touching the dog.,contrast,7
val_Spatial_Reasoning_131_contrast2,val_Spatial_Reasoning_131,The bench is touching the dog.,contrast,4
val_Spatial_Reasoning_131_blur1,val_Spatial_Reasoning_131,The bench is touching the dog.,blur,7
val_Spatial_Reasoning_131_blur2,val_Spatial_Reasoning_131,The bench is touching the dog.,blur,4
val_Spatial_Reasoning_131_noise1,val_Spatial_Reasoning_131,The bench is touching the dog.,noise,6
val_Spatial_Reasoning_131_noise2,val_Spatial_Reasoning_131,The bench is touching the dog.,noise,8
val_Spatial_Reasoning_131_masking1,val_Spatial_Reasoning_131,The bench is touching the dog.,masking,6
val_Spatial_Reasoning_131_masking2,val_Spatial_Reasoning_131,The bench is touching the dog.,masking,8
val_Spatial_Reasoning_131_rotate1,val_Spatial_Reasoning_131,The bench is touching the dog.,rotate,7
val_Spatial_Reasoning_131_rotate2,val_Spatial_Reasoning_131,The bench is touching the dog.,rotate,4
val_Spatial_Reasoning_131_shift1,val_Spatial_Reasoning_131,The bench is touching the dog.,shift,7
val_Spatial_Reasoning_131_shift2,val_Spatial_Reasoning_131,The bench is touching the dog.,shift,4
val_Spatial_Reasoning_131_bw1,val_Spatial_Reasoning_131,The bench is touching the dog.,bw,NA
val_Spatial_Reasoning_131_bw2,val_Spatial_Reasoning_131,The bench is touching the dog.,bw,NA
val_Spatial_Reasoning_132_contrast1,val_Spatial_Reasoning_132,The dog is in front of the chair.,contrast,6
val_Spatial_Reasoning_132_contrast2,val_Spatial_Reasoning_132,The dog is in front of the chair.,contrast,5
val_Spatial_Reasoning_132_blur1,val_Spatial_Reasoning_132,The dog is in front of the chair.,blur,6
val_Spatial_Reasoning_132_blur2,val_Spatial_Reasoning_132,The dog is in front of the chair.,blur,5
val_Spatial_Reasoning_132_noise1,val_Spatial_Reasoning_132,The dog is in front of the chair.,noise,10
val_Spatial_Reasoning_132_noise2,val_Spatial_Reasoning_132,The dog is in front of the chair.,noise,9
val_Spatial_Reasoning_132_masking1,val_Spatial_Reasoning_132,The dog is in front of the chair.,masking,10
val_Spatial_Reasoning_132_masking2,val_Spatial_Reasoning_132,The dog is in front of the chair.,masking,9
val_Spatial_Reasoning_132_rotate1,val_Spatial_Reasoning_132,The dog is in front of the chair.,rotate,6
val_Spatial_Reasoning_132_rotate2,val_Spatial_Reasoning_132,The dog is in front of the chair.,rotate,5
val_Spatial_Reasoning_132_shift1,val_Spatial_Reasoning_132,The dog is in front of the chair.,shift,6
val_Spatial_Reasoning_132_shift2,val_Spatial_Reasoning_132,The dog is in front of the chair.,shift,5
val_Spatial_Reasoning_132_bw1,val_Spatial_Reasoning_132,The dog is in front of the chair.,bw,NA
val_Spatial_Reasoning_132_bw2,val_Spatial_Reasoning_132,The dog is in front of the chair.,bw,NA
val_Spatial_Reasoning_133_contrast1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,contrast,4
val_Spatial_Reasoning_133_contrast2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,contrast,5
val_Spatial_Reasoning_133_blur1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,blur,4
val_Spatial_Reasoning_133_blur2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,blur,5
val_Spatial_Reasoning_133_noise1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,noise,5
val_Spatial_Reasoning_133_noise2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,noise,6
val_Spatial_Reasoning_133_masking1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,masking,5
val_Spatial_Reasoning_133_masking2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,masking,6
val_Spatial_Reasoning_133_rotate1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,rotate,4
val_Spatial_Reasoning_133_rotate2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,rotate,5
val_Spatial_Reasoning_133_shift1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,shift,4
val_Spatial_Reasoning_133_shift2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,shift,5
val_Spatial_Reasoning_133_bw1,val_Spatial_Reasoning_133,The dog is facing away from the horse.,bw,NA
val_Spatial_Reasoning_133_bw2,val_Spatial_Reasoning_133,The dog is facing away from the horse.,bw,NA
val_Spatial_Reasoning_134_contrast1,val_Spatial_Reasoning_134,The bench is under the dog.,contrast,3
val_Spatial_Reasoning_134_contrast2,val_Spatial_Reasoning_134,The bench is under the dog.,contrast,5
val_Spatial_Reasoning_134_blur1,val_Spatial_Reasoning_134,The bench is under the dog.,blur,3
val_Spatial_Reasoning_134_blur2,val_Spatial_Reasoning_134,The bench is under the dog.,blur,5
val_Spatial_Reasoning_134_noise1,val_Spatial_Reasoning_134,The bench is under the dog.,noise,8
val_Spatial_Reasoning_134_noise2,val_Spatial_Reasoning_134,The bench is under the dog.,noise,7
val_Spatial_Reasoning_134_masking1,val_Spatial_Reasoning_134,The bench is under the dog.,masking,8
val_Spatial_Reasoning_134_masking2,val_Spatial_Reasoning_134,The bench is under the dog.,masking,7
val_Spatial_Reasoning_134_rotate1,val_Spatial_Reasoning_134,The bench is under the dog.,rotate,3
val_Spatial_Reasoning_134_rotate2,val_Spatial_Reasoning_134,The bench is under the dog.,rotate,5
val_Spatial_Reasoning_134_shift1,val_Spatial_Reasoning_134,The bench is under the dog.,shift,3
val_Spatial_Reasoning_134_shift2,val_Spatial_Reasoning_134,The bench is under the dog.,shift,5
val_Spatial_Reasoning_134_bw1,val_Spatial_Reasoning_134,The bench is under the dog.,bw,NA
val_Spatial_Reasoning_134_bw2,val_Spatial_Reasoning_134,The bench is under the dog.,bw,NA
val_Spatial_Reasoning_135_contrast1,val_Spatial_Reasoning_135,The surfboard is under the dog.,contrast,3
val_Spatial_Reasoning_135_contrast2,val_Spatial_Reasoning_135,The surfboard is under the dog.,contrast,4
val_Spatial_Reasoning_135_blur1,val_Spatial_Reasoning_135,The surfboard is under the dog.,blur,3
val_Spatial_Reasoning_135_blur2,val_Spatial_Reasoning_135,The surfboard is under the dog.,blur,4
val_Spatial_Reasoning_135_noise1,val_Spatial_Reasoning_135,The surfboard is under the dog.,noise,9
val_Spatial_Reasoning_135_noise2,val_Spatial_Reasoning_135,The surfboard is under the dog.,noise,7
val_Spatial_Reasoning_135_masking1,val_Spatial_Reasoning_135,The surfboard is under the dog.,masking,9
val_Spatial_Reasoning_135_masking2,val_Spatial_Reasoning_135,The surfboard is under the dog.,masking,7
val_Spatial_Reasoning_135_rotate1,val_Spatial_Reasoning_135,The surfboard is under the dog.,rotate,3
val_Spatial_Reasoning_135_rotate2,val_Spatial_Reasoning_135,The surfboard is under the dog.,rotate,4
val_Spatial_Reasoning_135_shift1,val_Spatial_Reasoning_135,The surfboard is under the dog.,shift,3
val_Spatial_Reasoning_135_shift2,val_Spatial_Reasoning_135,The surfboard is under the dog.,shift,4
val_Spatial_Reasoning_135_bw1,val_Spatial_Reasoning_135,The surfboard is under the dog.,bw,NA
val_Spatial_Reasoning_135_bw2,val_Spatial_Reasoning_135,The surfboard is under the dog.,bw,NA
val_Spatial_Reasoning_136_contrast1,val_Spatial_Reasoning_136,The chair is touching the dog.,contrast,4
val_Spatial_Reasoning_136_contrast2,val_Spatial_Reasoning_136,The chair is touching the dog.,contrast,6
val_Spatial_Reasoning_136_blur1,val_Spatial_Reasoning_136,The chair is touching the dog.,blur,4
val_Spatial_Reasoning_136_blur2,val_Spatial_Reasoning_136,The chair is touching the dog.,blur,6
val_Spatial_Reasoning_136_noise1,val_Spatial_Reasoning_136,The chair is touching the dog.,noise,8
val_Spatial_Reasoning_136_noise2,val_Spatial_Reasoning_136,The chair is touching the dog.,noise,10
val_Spatial_Reasoning_136_masking1,val_Spatial_Reasoning_136,The chair is touching the dog.,masking,8
val_Spatial_Reasoning_136_masking2,val_Spatial_Reasoning_136,The chair is touching the dog.,masking,10
val_Spatial_Reasoning_136_rotate1,val_Spatial_Reasoning_136,The chair is touching the dog.,rotate,4
val_Spatial_Reasoning_136_rotate2,val_Spatial_Reasoning_136,The chair is touching the dog.,rotate,6
val_Spatial_Reasoning_136_shift1,val_Spatial_Reasoning_136,The chair is touching the dog.,shift,4
val_Spatial_Reasoning_136_shift2,val_Spatial_Reasoning_136,The chair is touching the dog.,shift,6
val_Spatial_Reasoning_136_bw1,val_Spatial_Reasoning_136,The chair is touching the dog.,bw,NA
val_Spatial_Reasoning_136_bw2,val_Spatial_Reasoning_136,The chair is touching the dog.,bw,NA
val_Spatial_Reasoning_137_contrast1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,contrast,4
val_Spatial_Reasoning_137_contrast2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,contrast,5
val_Spatial_Reasoning_137_blur1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,blur,4
val_Spatial_Reasoning_137_blur2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,blur,5
val_Spatial_Reasoning_137_noise1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,noise,6
val_Spatial_Reasoning_137_noise2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,noise,10
val_Spatial_Reasoning_137_masking1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,masking,6
val_Spatial_Reasoning_137_masking2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,masking,10
val_Spatial_Reasoning_137_rotate1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,rotate,4
val_Spatial_Reasoning_137_rotate2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,rotate,5
val_Spatial_Reasoning_137_shift1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,shift,4
val_Spatial_Reasoning_137_shift2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,shift,5
val_Spatial_Reasoning_137_bw1,val_Spatial_Reasoning_137,The laptop is in front of the dog.,bw,NA
val_Spatial_Reasoning_137_bw2,val_Spatial_Reasoning_137,The laptop is in front of the dog.,bw,NA
val_Spatial_Reasoning_138_contrast1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,contrast,8
val_Spatial_Reasoning_138_contrast2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,contrast,7
val_Spatial_Reasoning_138_blur1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,blur,8
val_Spatial_Reasoning_138_blur2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,blur,7
val_Spatial_Reasoning_138_noise1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,noise,9
val_Spatial_Reasoning_138_noise2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,noise,7
val_Spatial_Reasoning_138_masking1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,masking,9
val_Spatial_Reasoning_138_masking2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,masking,7
val_Spatial_Reasoning_138_rotate1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,rotate,8
val_Spatial_Reasoning_138_rotate2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,rotate,7
val_Spatial_Reasoning_138_shift1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,shift,8
val_Spatial_Reasoning_138_shift2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,shift,7
val_Spatial_Reasoning_138_bw1,val_Spatial_Reasoning_138,The chair is opposite to the dog.,bw,NA
val_Spatial_Reasoning_138_bw2,val_Spatial_Reasoning_138,The chair is opposite to the dog.,bw,NA
val_Spatial_Reasoning_139_contrast1,val_Spatial_Reasoning_139,The dog is under the bench.,contrast,8
val_Spatial_Reasoning_139_contrast2,val_Spatial_Reasoning_139,The dog is under the bench.,contrast,7
val_Spatial_Reasoning_139_blur1,val_Spatial_Reasoning_139,The dog is under the bench.,blur,8
val_Spatial_Reasoning_139_blur2,val_Spatial_Reasoning_139,The dog is under the bench.,blur,7
val_Spatial_Reasoning_139_noise1,val_Spatial_Reasoning_139,The dog is under the bench.,noise,8
val_Spatial_Reasoning_139_noise2,val_Spatial_Reasoning_139,The dog is under the bench.,noise,9
val_Spatial_Reasoning_139_masking1,val_Spatial_Reasoning_139,The dog is under the bench.,masking,8
val_Spatial_Reasoning_139_masking2,val_Spatial_Reasoning_139,The dog is under the bench.,masking,9
val_Spatial_Reasoning_139_rotate1,val_Spatial_Reasoning_139,The dog is under the bench.,rotate,8
val_Spatial_Reasoning_139_rotate2,val_Spatial_Reasoning_139,The dog is under the bench.,rotate,7
val_Spatial_Reasoning_139_shift1,val_Spatial_Reasoning_139,The dog is under the bench.,shift,8
val_Spatial_Reasoning_139_shift2,val_Spatial_Reasoning_139,The dog is under the bench.,shift,7
val_Spatial_Reasoning_139_bw1,val_Spatial_Reasoning_139,The dog is under the bench.,bw,NA
val_Spatial_Reasoning_139_bw2,val_Spatial_Reasoning_139,The dog is under the bench.,bw,NA
val_Spatial_Reasoning_140_contrast1,val_Spatial_Reasoning_140,The chair is under the dog.,contrast,6
val_Spatial_Reasoning_140_contrast2,val_Spatial_Reasoning_140,The chair is under the dog.,contrast,5
val_Spatial_Reasoning_140_blur1,val_Spatial_Reasoning_140,The chair is under the dog.,blur,6
val_Spatial_Reasoning_140_blur2,val_Spatial_Reasoning_140,The chair is under the dog.,blur,5
val_Spatial_Reasoning_140_noise1,val_Spatial_Reasoning_140,The chair is under the dog.,noise,6
val_Spatial_Reasoning_140_noise2,val_Spatial_Reasoning_140,The chair is under the dog.,noise,10
val_Spatial_Reasoning_140_masking1,val_Spatial_Reasoning_140,The chair is under the dog.,masking,6
val_Spatial_Reasoning_140_masking2,val_Spatial_Reasoning_140,The chair is under the dog.,masking,10
val_Spatial_Reasoning_140_rotate1,val_Spatial_Reasoning_140,The chair is under the dog.,rotate,6
val_Spatial_Reasoning_140_rotate2,val_Spatial_Reasoning_140,The chair is under the dog.,rotate,5
val_Spatial_Reasoning_140_shift1,val_Spatial_Reasoning_140,The chair is under the dog.,shift,6
val_Spatial_Reasoning_140_shift2,val_Spatial_Reasoning_140,The chair is under the dog.,shift,5
val_Spatial_Reasoning_140_bw1,val_Spatial_Reasoning_140,The chair is under the dog.,bw,NA
val_Spatial_Reasoning_140_bw2,val_Spatial_Reasoning_140,The chair is under the dog.,bw,NA
val_Spatial_Reasoning_141_contrast1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,contrast,7
val_Spatial_Reasoning_141_contrast2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,contrast,6
val_Spatial_Reasoning_141_blur1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,blur,7
val_Spatial_Reasoning_141_blur2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,blur,6
val_Spatial_Reasoning_141_noise1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,noise,5
val_Spatial_Reasoning_141_noise2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,noise,10
val_Spatial_Reasoning_141_masking1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,masking,5
val_Spatial_Reasoning_141_masking2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,masking,10
val_Spatial_Reasoning_141_rotate1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,rotate,7
val_Spatial_Reasoning_141_rotate2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,rotate,6
val_Spatial_Reasoning_141_shift1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,shift,7
val_Spatial_Reasoning_141_shift2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,shift,6
val_Spatial_Reasoning_141_bw1,val_Spatial_Reasoning_141,The motorcycle is facing the train.,bw,NA
val_Spatial_Reasoning_141_bw2,val_Spatial_Reasoning_141,The motorcycle is facing the train.,bw,NA
val_Spatial_Reasoning_142_contrast1,val_Spatial_Reasoning_142,The train contains the laptop.,contrast,3
val_Spatial_Reasoning_142_contrast2,val_Spatial_Reasoning_142,The train contains the laptop.,contrast,4
val_Spatial_Reasoning_142_blur1,val_Spatial_Reasoning_142,The train contains the laptop.,blur,3
val_Spatial_Reasoning_142_blur2,val_Spatial_Reasoning_142,The train contains the laptop.,blur,4
val_Spatial_Reasoning_142_noise1,val_Spatial_Reasoning_142,The train contains the laptop.,noise,10
val_Spatial_Reasoning_142_noise2,val_Spatial_Reasoning_142,The train contains the laptop.,noise,6
val_Spatial_Reasoning_142_masking1,val_Spatial_Reasoning_142,The train contains the laptop.,masking,10
val_Spatial_Reasoning_142_masking2,val_Spatial_Reasoning_142,The train contains the laptop.,masking,6
val_Spatial_Reasoning_142_rotate1,val_Spatial_Reasoning_142,The train contains the laptop.,rotate,3
val_Spatial_Reasoning_142_rotate2,val_Spatial_Reasoning_142,The train contains the laptop.,rotate,4
val_Spatial_Reasoning_142_shift1,val_Spatial_Reasoning_142,The train contains the laptop.,shift,3
val_Spatial_Reasoning_142_shift2,val_Spatial_Reasoning_142,The train contains the laptop.,shift,4
val_Spatial_Reasoning_142_bw1,val_Spatial_Reasoning_142,The train contains the laptop.,bw,NA
val_Spatial_Reasoning_142_bw2,val_Spatial_Reasoning_142,The train contains the laptop.,bw,NA
val_Spatial_Reasoning_143_contrast1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,contrast,8
val_Spatial_Reasoning_143_contrast2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,contrast,6
val_Spatial_Reasoning_143_blur1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,blur,8
val_Spatial_Reasoning_143_blur2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,blur,6
val_Spatial_Reasoning_143_noise1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,noise,9
val_Spatial_Reasoning_143_noise2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,noise,5
val_Spatial_Reasoning_143_masking1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,masking,9
val_Spatial_Reasoning_143_masking2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,masking,5
val_Spatial_Reasoning_143_rotate1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,rotate,8
val_Spatial_Reasoning_143_rotate2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,rotate,6
val_Spatial_Reasoning_143_shift1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,shift,8
val_Spatial_Reasoning_143_shift2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,shift,6
val_Spatial_Reasoning_143_bw1,val_Spatial_Reasoning_143,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_143_bw2,val_Spatial_Reasoning_143,The dog is on the motorcycle.,bw,NA
val_Spatial_Reasoning_144_contrast1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,contrast,6
val_Spatial_Reasoning_144_contrast2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,contrast,8
val_Spatial_Reasoning_144_blur1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,blur,6
val_Spatial_Reasoning_144_blur2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,blur,8
val_Spatial_Reasoning_144_noise1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,noise,9
val_Spatial_Reasoning_144_noise2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,noise,8
val_Spatial_Reasoning_144_masking1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,masking,9
val_Spatial_Reasoning_144_masking2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,masking,8
val_Spatial_Reasoning_144_rotate1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,rotate,6
val_Spatial_Reasoning_144_rotate2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,rotate,8
val_Spatial_Reasoning_144_shift1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,shift,6
val_Spatial_Reasoning_144_shift2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,shift,8
val_Spatial_Reasoning_144_bw1,val_Spatial_Reasoning_144,The wine glass is facing the dog.,bw,NA
val_Spatial_Reasoning_144_bw2,val_Spatial_Reasoning_144,The wine glass is facing the dog.,bw,NA
val_Spatial_Reasoning_145_contrast1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,contrast,7
val_Spatial_Reasoning_145_contrast2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,contrast,5
val_Spatial_Reasoning_145_blur1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,blur,7
val_Spatial_Reasoning_145_blur2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,blur,5
val_Spatial_Reasoning_145_noise1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,noise,9
val_Spatial_Reasoning_145_noise2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,noise,5
val_Spatial_Reasoning_145_masking1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,masking,9
val_Spatial_Reasoning_145_masking2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,masking,5
val_Spatial_Reasoning_145_rotate1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,rotate,7
val_Spatial_Reasoning_145_rotate2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,rotate,5
val_Spatial_Reasoning_145_shift1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,shift,7
val_Spatial_Reasoning_145_shift2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,shift,5
val_Spatial_Reasoning_145_bw1,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,bw,NA
val_Spatial_Reasoning_145_bw2,val_Spatial_Reasoning_145,The skateboard is in front of the dog.,bw,NA
val_Spatial_Reasoning_146_contrast1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,contrast,8
val_Spatial_Reasoning_146_contrast2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,contrast,3
val_Spatial_Reasoning_146_blur1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,blur,8
val_Spatial_Reasoning_146_blur2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,blur,3
val_Spatial_Reasoning_146_noise1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,noise,10
val_Spatial_Reasoning_146_noise2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,noise,9
val_Spatial_Reasoning_146_masking1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,masking,10
val_Spatial_Reasoning_146_masking2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,masking,9
val_Spatial_Reasoning_146_rotate1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,rotate,8
val_Spatial_Reasoning_146_rotate2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,rotate,3
val_Spatial_Reasoning_146_shift1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,shift,8
val_Spatial_Reasoning_146_shift2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,shift,3
val_Spatial_Reasoning_146_bw1,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,bw,NA
val_Spatial_Reasoning_146_bw2,val_Spatial_Reasoning_146,The dog is at the edge of the laptop.,bw,NA
val_Spatial_Reasoning_147_contrast1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,contrast,5
val_Spatial_Reasoning_147_contrast2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,contrast,8
val_Spatial_Reasoning_147_blur1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,blur,5
val_Spatial_Reasoning_147_blur2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,blur,8
val_Spatial_Reasoning_147_noise1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,noise,5
val_Spatial_Reasoning_147_noise2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,noise,7
val_Spatial_Reasoning_147_masking1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,masking,5
val_Spatial_Reasoning_147_masking2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,masking,7
val_Spatial_Reasoning_147_rotate1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,rotate,5
val_Spatial_Reasoning_147_rotate2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,rotate,8
val_Spatial_Reasoning_147_shift1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,shift,5
val_Spatial_Reasoning_147_shift2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,shift,8
val_Spatial_Reasoning_147_bw1,val_Spatial_Reasoning_147,The motorcycle is facing the train.,bw,NA
val_Spatial_Reasoning_147_bw2,val_Spatial_Reasoning_147,The motorcycle is facing the train.,bw,NA
val_Spatial_Reasoning_148_contrast1,val_Spatial_Reasoning_148,The dog is alongside the horse.,contrast,6
val_Spatial_Reasoning_148_contrast2,val_Spatial_Reasoning_148,The dog is alongside the horse.,contrast,4
val_Spatial_Reasoning_148_blur1,val_Spatial_Reasoning_148,The dog is alongside the horse.,blur,6
val_Spatial_Reasoning_148_blur2,val_Spatial_Reasoning_148,The dog is alongside the horse.,blur,4
val_Spatial_Reasoning_148_noise1,val_Spatial_Reasoning_148,The dog is alongside the horse.,noise,8
val_Spatial_Reasoning_148_noise2,val_Spatial_Reasoning_148,The dog is alongside the horse.,noise,5
val_Spatial_Reasoning_148_masking1,val_Spatial_Reasoning_148,The dog is alongside the horse.,masking,8
val_Spatial_Reasoning_148_masking2,val_Spatial_Reasoning_148,The dog is alongside the horse.,masking,5
val_Spatial_Reasoning_148_rotate1,val_Spatial_Reasoning_148,The dog is alongside the horse.,rotate,6
val_Spatial_Reasoning_148_rotate2,val_Spatial_Reasoning_148,The dog is alongside the horse.,rotate,4
val_Spatial_Reasoning_148_shift1,val_Spatial_Reasoning_148,The dog is alongside the horse.,shift,6
val_Spatial_Reasoning_148_shift2,val_Spatial_Reasoning_148,The dog is alongside the horse.,shift,4
val_Spatial_Reasoning_148_bw1,val_Spatial_Reasoning_148,The dog is alongside the horse.,bw,NA
val_Spatial_Reasoning_148_bw2,val_Spatial_Reasoning_148,The dog is alongside the horse.,bw,NA
val_Spatial_Reasoning_149_contrast1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,contrast,8
val_Spatial_Reasoning_149_contrast2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,contrast,5
val_Spatial_Reasoning_149_blur1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,blur,8
val_Spatial_Reasoning_149_blur2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,blur,5
val_Spatial_Reasoning_149_noise1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,noise,9
val_Spatial_Reasoning_149_noise2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,noise,6
val_Spatial_Reasoning_149_masking1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,masking,9
val_Spatial_Reasoning_149_masking2,val_Spatial_Reasoning_149,The dog is opposite to the horse.,masking,6
val_Spatial_Reasoning_149_rotate1,val_Spatial_Reasoning_149,The dog is opposite to the horse.,rotate,8
