idx,orig_idx,question,transformation_type,intensity
val_Spatial_Relation_34_rotate1,val_Spatial_Relation_34,Is the horse far away from the potted plant?,rotate,6
val_Spatial_Relation_34_rotate2,val_Spatial_Relation_34,Is the horse far away from the potted plant?,rotate,8
val_Spatial_Relation_34_shift1,val_Spatial_Relation_34,Is the horse far away from the potted plant?,shift,6
val_Spatial_Relation_34_shift2,val_Spatial_Relation_34,Is the horse far away from the potted plant?,shift,8
val_Spatial_Relation_34_bw1,val_Spatial_Relation_34,Is the horse far away from the potted plant?,bw,NA
val_Spatial_Relation_34_bw2,val_Spatial_Relation_34,Is the horse far away from the potted plant?,bw,NA
val_Spatial_Relation_35_contrast1,val_Spatial_Relation_35,Is the car away from the truck?,contrast,7
val_Spatial_Relation_35_contrast2,val_Spatial_Relation_35,Is the car away from the truck?,contrast,5
val_Spatial_Relation_35_blur1,val_Spatial_Relation_35,Is the car away from the truck?,blur,7
val_Spatial_Relation_35_blur2,val_Spatial_Relation_35,Is the car away from the truck?,blur,5
val_Spatial_Relation_35_noise1,val_Spatial_Relation_35,Is the car away from the truck?,noise,9
val_Spatial_Relation_35_noise2,val_Spatial_Relation_35,Is the car away from the truck?,noise,5
val_Spatial_Relation_35_masking1,val_Spatial_Relation_35,Is the car away from the truck?,masking,9
val_Spatial_Relation_35_masking2,val_Spatial_Relation_35,Is the car away from the truck?,masking,5
val_Spatial_Relation_35_rotate1,val_Spatial_Relation_35,Is the car away from the truck?,rotate,7
val_Spatial_Relation_35_rotate2,val_Spatial_Relation_35,Is the car away from the truck?,rotate,5
val_Spatial_Relation_35_shift1,val_Spatial_Relation_35,Is the car away from the truck?,shift,7
val_Spatial_Relation_35_shift2,val_Spatial_Relation_35,Is the car away from the truck?,shift,5
val_Spatial_Relation_35_bw1,val_Spatial_Relation_35,Is the car away from the truck?,bw,NA
val_Spatial_Relation_35_bw2,val_Spatial_Relation_35,Is the car away from the truck?,bw,NA
val_Spatial_Relation_36_contrast1,val_Spatial_Relation_36,Is the boat in the tv?,contrast,8
val_Spatial_Relation_36_contrast2,val_Spatial_Relation_36,Is the boat in the tv?,contrast,3
val_Spatial_Relation_36_blur1,val_Spatial_Relation_36,Is the boat in the tv?,blur,8
val_Spatial_Relation_36_blur2,val_Spatial_Relation_36,Is the boat in the tv?,blur,3
val_Spatial_Relation_36_noise1,val_Spatial_Relation_36,Is the boat in the tv?,noise,10
val_Spatial_Relation_36_noise2,val_Spatial_Relation_36,Is the boat in the tv?,noise,9
val_Spatial_Relation_36_masking1,val_Spatial_Relation_36,Is the boat in the tv?,masking,10
val_Spatial_Relation_36_masking2,val_Spatial_Relation_36,Is the boat in the tv?,masking,9
val_Spatial_Relation_36_rotate1,val_Spatial_Relation_36,Is the boat in the tv?,rotate,8
val_Spatial_Relation_36_rotate2,val_Spatial_Relation_36,Is the boat in the tv?,rotate,3
val_Spatial_Relation_36_shift1,val_Spatial_Relation_36,Is the boat in the tv?,shift,8
val_Spatial_Relation_36_shift2,val_Spatial_Relation_36,Is the boat in the tv?,shift,3
val_Spatial_Relation_36_bw1,val_Spatial_Relation_36,Is the boat in the tv?,bw,NA
val_Spatial_Relation_36_bw2,val_Spatial_Relation_36,Is the boat in the tv?,bw,NA
val_Spatial_Relation_37_contrast1,val_Spatial_Relation_37,Is the person facing the book?,contrast,5
val_Spatial_Relation_37_contrast2,val_Spatial_Relation_37,Is the person facing the book?,contrast,8
val_Spatial_Relation_37_blur1,val_Spatial_Relation_37,Is the person facing the book?,blur,5
val_Spatial_Relation_37_blur2,val_Spatial_Relation_37,Is the person facing the book?,blur,8
val_Spatial_Relation_37_noise1,val_Spatial_Relation_37,Is the person facing the book?,noise,5
val_Spatial_Relation_37_noise2,val_Spatial_Relation_37,Is the person facing the book?,noise,7
val_Spatial_Relation_37_masking1,val_Spatial_Relation_37,Is the person facing the book?,masking,5
val_Spatial_Relation_37_masking2,val_Spatial_Relation_37,Is the person facing the book?,masking,7
val_Spatial_Relation_37_rotate1,val_Spatial_Relation_37,Is the person facing the book?,rotate,5
val_Spatial_Relation_37_rotate2,val_Spatial_Relation_37,Is the person facing the book?,rotate,8
val_Spatial_Relation_37_shift1,val_Spatial_Relation_37,Is the person facing the book?,shift,5
val_Spatial_Relation_37_shift2,val_Spatial_Relation_37,Is the person facing the book?,shift,8
val_Spatial_Relation_37_bw1,val_Spatial_Relation_37,Is the person facing the book?,bw,NA
val_Spatial_Relation_37_bw2,val_Spatial_Relation_37,Is the person facing the book?,bw,NA
val_Spatial_Relation_38_contrast1,val_Spatial_Relation_38,Is the bowl on top of the cat?,contrast,6
val_Spatial_Relation_38_contrast2,val_Spatial_Relation_38,Is the bowl on top of the cat?,contrast,4
val_Spatial_Relation_38_blur1,val_Spatial_Relation_38,Is the bowl on top of the cat?,blur,6
val_Spatial_Relation_38_blur2,val_Spatial_Relation_38,Is the bowl on top of the cat?,blur,4
val_Spatial_Relation_38_noise1,val_Spatial_Relation_38,Is the bowl on top of the cat?,noise,8
val_Spatial_Relation_38_noise2,val_Spatial_Relation_38,Is the bowl on top of the cat?,noise,5
val_Spatial_Relation_38_masking1,val_Spatial_Relation_38,Is the bowl on top of the cat?,masking,8
val_Spatial_Relation_38_masking2,val_Spatial_Relation_38,Is the bowl on top of the cat?,masking,5
val_Spatial_Relation_38_rotate1,val_Spatial_Relation_38,Is the bowl on top of the cat?,rotate,6
val_Spatial_Relation_38_rotate2,val_Spatial_Relation_38,Is the bowl on top of the cat?,rotate,4
val_Spatial_Relation_38_shift1,val_Spatial_Relation_38,Is the bowl on top of the cat?,shift,6
val_Spatial_Relation_38_shift2,val_Spatial_Relation_38,Is the bowl on top of the cat?,shift,4
val_Spatial_Relation_38_bw1,val_Spatial_Relation_38,Is the bowl on top of the cat?,bw,NA
val_Spatial_Relation_38_bw2,val_Spatial_Relation_38,Is the bowl on top of the cat?,bw,NA
val_Spatial_Relation_39_contrast1,val_Spatial_Relation_39,Is the bench right of the bed?,contrast,8
val_Spatial_Relation_39_contrast2,val_Spatial_Relation_39,Is the bench right of the bed?,contrast,5
val_Spatial_Relation_39_blur1,val_Spatial_Relation_39,Is the bench right of the bed?,blur,8
val_Spatial_Relation_39_blur2,val_Spatial_Relation_39,Is the bench right of the bed?,blur,5
val_Spatial_Relation_39_noise1,val_Spatial_Relation_39,Is the bench right of the bed?,noise,9
val_Spatial_Relation_39_noise2,val_Spatial_Relation_39,Is the bench right of the bed?,noise,6
val_Spatial_Relation_39_masking1,val_Spatial_Relation_39,Is the bench right of the bed?,masking,9
val_Spatial_Relation_39_masking2,val_Spatial_Relation_39,Is the bench right of the bed?,masking,6
val_Spatial_Relation_39_rotate1,val_Spatial_Relation_39,Is the bench right of the bed?,rotate,8
val_Spatial_Relation_39_rotate2,val_Spatial_Relation_39,Is the bench right of the bed?,rotate,5
val_Spatial_Relation_39_shift1,val_Spatial_Relation_39,Is the bench right of the bed?,shift,8
val_Spatial_Relation_39_shift2,val_Spatial_Relation_39,Is the bench right of the bed?,shift,5
val_Spatial_Relation_39_bw1,val_Spatial_Relation_39,Is the bench right of the bed?,bw,NA
val_Spatial_Relation_39_bw2,val_Spatial_Relation_39,Is the bench right of the bed?,bw,NA
val_Spatial_Relation_40_contrast1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,contrast,7
val_Spatial_Relation_40_contrast2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,contrast,3
val_Spatial_Relation_40_blur1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,blur,7
val_Spatial_Relation_40_blur2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,blur,3
val_Spatial_Relation_40_noise1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,noise,10
val_Spatial_Relation_40_noise2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,noise,7
val_Spatial_Relation_40_masking1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,masking,10
val_Spatial_Relation_40_masking2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,masking,7
val_Spatial_Relation_40_rotate1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,rotate,7
val_Spatial_Relation_40_rotate2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,rotate,3
val_Spatial_Relation_40_shift1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,shift,7
val_Spatial_Relation_40_shift2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,shift,3
val_Spatial_Relation_40_bw1,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,bw,NA
val_Spatial_Relation_40_bw2,val_Spatial_Relation_40,Is the laptop at the right side of the sandwich?,bw,NA
val_Spatial_Relation_41_contrast1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,contrast,8
val_Spatial_Relation_41_contrast2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,contrast,7
val_Spatial_Relation_41_blur1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,blur,8
val_Spatial_Relation_41_blur2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,blur,7
val_Spatial_Relation_41_noise1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,noise,9
val_Spatial_Relation_41_noise2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,noise,6
val_Spatial_Relation_41_masking1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,masking,9
val_Spatial_Relation_41_masking2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,masking,6
val_Spatial_Relation_41_rotate1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,rotate,8
val_Spatial_Relation_41_rotate2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,rotate,7
val_Spatial_Relation_41_shift1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,shift,8
val_Spatial_Relation_41_shift2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,shift,7
val_Spatial_Relation_41_bw1,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,bw,NA
val_Spatial_Relation_41_bw2,val_Spatial_Relation_41,Is the orange at the right side of the umbrella?,bw,NA
val_Spatial_Relation_42_contrast1,val_Spatial_Relation_42,Is the cat on the chair?,contrast,4
val_Spatial_Relation_42_contrast2,val_Spatial_Relation_42,Is the cat on the chair?,contrast,5
val_Spatial_Relation_42_blur1,val_Spatial_Relation_42,Is the cat on the chair?,blur,4
val_Spatial_Relation_42_blur2,val_Spatial_Relation_42,Is the cat on the chair?,blur,5
val_Spatial_Relation_42_noise1,val_Spatial_Relation_42,Is the cat on the chair?,noise,6
val_Spatial_Relation_42_noise2,val_Spatial_Relation_42,Is the cat on the chair?,noise,9
val_Spatial_Relation_42_masking1,val_Spatial_Relation_42,Is the cat on the chair?,masking,6
val_Spatial_Relation_42_masking2,val_Spatial_Relation_42,Is the cat on the chair?,masking,9
val_Spatial_Relation_42_rotate1,val_Spatial_Relation_42,Is the cat on the chair?,rotate,4
val_Spatial_Relation_42_rotate2,val_Spatial_Relation_42,Is the cat on the chair?,rotate,5
val_Spatial_Relation_42_shift1,val_Spatial_Relation_42,Is the cat on the chair?,shift,4
val_Spatial_Relation_42_shift2,val_Spatial_Relation_42,Is the cat on the chair?,shift,5
val_Spatial_Relation_42_bw1,val_Spatial_Relation_42,Is the cat on the chair?,bw,NA
val_Spatial_Relation_42_bw2,val_Spatial_Relation_42,Is the cat on the chair?,bw,NA
val_Spatial_Relation_43_contrast1,val_Spatial_Relation_43,Is the cat in the sink?,contrast,7
val_Spatial_Relation_43_contrast2,val_Spatial_Relation_43,Is the cat in the sink?,contrast,3
val_Spatial_Relation_43_blur1,val_Spatial_Relation_43,Is the cat in the sink?,blur,7
val_Spatial_Relation_43_blur2,val_Spatial_Relation_43,Is the cat in the sink?,blur,3
val_Spatial_Relation_43_noise1,val_Spatial_Relation_43,Is the cat in the sink?,noise,9
val_Spatial_Relation_43_noise2,val_Spatial_Relation_43,Is the cat in the sink?,noise,7
val_Spatial_Relation_43_masking1,val_Spatial_Relation_43,Is the cat in the sink?,masking,9
val_Spatial_Relation_43_masking2,val_Spatial_Relation_43,Is the cat in the sink?,masking,7
val_Spatial_Relation_43_rotate1,val_Spatial_Relation_43,Is the cat in the sink?,rotate,7
val_Spatial_Relation_43_rotate2,val_Spatial_Relation_43,Is the cat in the sink?,rotate,3
val_Spatial_Relation_43_shift1,val_Spatial_Relation_43,Is the cat in the sink?,shift,7
val_Spatial_Relation_43_shift2,val_Spatial_Relation_43,Is the cat in the sink?,shift,3
val_Spatial_Relation_43_bw1,val_Spatial_Relation_43,Is the cat in the sink?,bw,NA
val_Spatial_Relation_43_bw2,val_Spatial_Relation_43,Is the cat in the sink?,bw,NA
val_Spatial_Relation_44_contrast1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,contrast,6
val_Spatial_Relation_44_contrast2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,contrast,3
val_Spatial_Relation_44_blur1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,blur,6
val_Spatial_Relation_44_blur2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,blur,3
val_Spatial_Relation_44_noise1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,noise,5
val_Spatial_Relation_44_noise2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,noise,7
val_Spatial_Relation_44_masking1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,masking,5
val_Spatial_Relation_44_masking2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,masking,7
val_Spatial_Relation_44_rotate1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,rotate,6
val_Spatial_Relation_44_rotate2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,rotate,3
val_Spatial_Relation_44_shift1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,shift,6
val_Spatial_Relation_44_shift2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,shift,3
val_Spatial_Relation_44_bw1,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,bw,NA
val_Spatial_Relation_44_bw2,val_Spatial_Relation_44,Is the refrigerator behind the dining table?,bw,NA
val_Spatial_Relation_45_contrast1,val_Spatial_Relation_45,Does the cake consist of the truck?,contrast,5
val_Spatial_Relation_45_contrast2,val_Spatial_Relation_45,Does the cake consist of the truck?,contrast,4
val_Spatial_Relation_45_blur1,val_Spatial_Relation_45,Does the cake consist of the truck?,blur,5
val_Spatial_Relation_45_blur2,val_Spatial_Relation_45,Does the cake consist of the truck?,blur,4
val_Spatial_Relation_45_noise1,val_Spatial_Relation_45,Does the cake consist of the truck?,noise,5
val_Spatial_Relation_45_noise2,val_Spatial_Relation_45,Does the cake consist of the truck?,noise,6
val_Spatial_Relation_45_masking1,val_Spatial_Relation_45,Does the cake consist of the truck?,masking,5
val_Spatial_Relation_45_masking2,val_Spatial_Relation_45,Does the cake consist of the truck?,masking,6
val_Spatial_Relation_45_rotate1,val_Spatial_Relation_45,Does the cake consist of the truck?,rotate,5
val_Spatial_Relation_45_rotate2,val_Spatial_Relation_45,Does the cake consist of the truck?,rotate,4
val_Spatial_Relation_45_shift1,val_Spatial_Relation_45,Does the cake consist of the truck?,shift,5
val_Spatial_Relation_45_shift2,val_Spatial_Relation_45,Does the cake consist of the truck?,shift,4
val_Spatial_Relation_45_bw1,val_Spatial_Relation_45,Does the cake consist of the truck?,bw,NA
val_Spatial_Relation_45_bw2,val_Spatial_Relation_45,Does the cake consist of the truck?,bw,NA
val_Spatial_Relation_46_contrast1,val_Spatial_Relation_46,Is the dog on the motorcycle?,contrast,7
val_Spatial_Relation_46_contrast2,val_Spatial_Relation_46,Is the dog on the motorcycle?,contrast,3
val_Spatial_Relation_46_blur1,val_Spatial_Relation_46,Is the dog on the motorcycle?,blur,7
val_Spatial_Relation_46_blur2,val_Spatial_Relation_46,Is the dog on the motorcycle?,blur,3
val_Spatial_Relation_46_noise1,val_Spatial_Relation_46,Is the dog on the motorcycle?,noise,5
val_Spatial_Relation_46_noise2,val_Spatial_Relation_46,Is the dog on the motorcycle?,noise,8
val_Spatial_Relation_46_masking1,val_Spatial_Relation_46,Is the dog on the motorcycle?,masking,5
val_Spatial_Relation_46_masking2,val_Spatial_Relation_46,Is the dog on the motorcycle?,masking,8
val_Spatial_Relation_46_rotate1,val_Spatial_Relation_46,Is the dog on the motorcycle?,rotate,7
val_Spatial_Relation_46_rotate2,val_Spatial_Relation_46,Is the dog on the motorcycle?,rotate,3
val_Spatial_Relation_46_shift1,val_Spatial_Relation_46,Is the dog on the motorcycle?,shift,7
val_Spatial_Relation_46_shift2,val_Spatial_Relation_46,Is the dog on the motorcycle?,shift,3
val_Spatial_Relation_46_bw1,val_Spatial_Relation_46,Is the dog on the motorcycle?,bw,NA
val_Spatial_Relation_46_bw2,val_Spatial_Relation_46,Is the dog on the motorcycle?,bw,NA
val_Spatial_Relation_47_contrast1,val_Spatial_Relation_47,Is the microwave above the laptop?,contrast,3
val_Spatial_Relation_47_contrast2,val_Spatial_Relation_47,Is the microwave above the laptop?,contrast,7
val_Spatial_Relation_47_blur1,val_Spatial_Relation_47,Is the microwave above the laptop?,blur,3
val_Spatial_Relation_47_blur2,val_Spatial_Relation_47,Is the microwave above the laptop?,blur,7
val_Spatial_Relation_47_noise1,val_Spatial_Relation_47,Is the microwave above the laptop?,noise,6
val_Spatial_Relation_47_noise2,val_Spatial_Relation_47,Is the microwave above the laptop?,noise,10
val_Spatial_Relation_47_masking1,val_Spatial_Relation_47,Is the microwave above the laptop?,masking,6
val_Spatial_Relation_47_masking2,val_Spatial_Relation_47,Is the microwave above the laptop?,masking,10
val_Spatial_Relation_47_rotate1,val_Spatial_Relation_47,Is the microwave above the laptop?,rotate,3
val_Spatial_Relation_47_rotate2,val_Spatial_Relation_47,Is the microwave above the laptop?,rotate,7
val_Spatial_Relation_47_shift1,val_Spatial_Relation_47,Is the microwave above the laptop?,shift,3
val_Spatial_Relation_47_shift2,val_Spatial_Relation_47,Is the microwave above the laptop?,shift,7
val_Spatial_Relation_47_bw1,val_Spatial_Relation_47,Is the microwave above the laptop?,bw,NA
val_Spatial_Relation_47_bw2,val_Spatial_Relation_47,Is the microwave above the laptop?,bw,NA
val_Spatial_Relation_48_contrast1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,contrast,8
val_Spatial_Relation_48_contrast2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,contrast,6
val_Spatial_Relation_48_blur1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,blur,8
val_Spatial_Relation_48_blur2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,blur,6
val_Spatial_Relation_48_noise1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,noise,9
val_Spatial_Relation_48_noise2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,noise,6
val_Spatial_Relation_48_masking1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,masking,9
val_Spatial_Relation_48_masking2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,masking,6
val_Spatial_Relation_48_rotate1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,rotate,8
val_Spatial_Relation_48_rotate2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,rotate,6
val_Spatial_Relation_48_shift1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,shift,8
val_Spatial_Relation_48_shift2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,shift,6
val_Spatial_Relation_48_bw1,val_Spatial_Relation_48,Is the broccoli beside the bowl?,bw,NA
val_Spatial_Relation_48_bw2,val_Spatial_Relation_48,Is the broccoli beside the bowl?,bw,NA
val_Spatial_Relation_49_contrast1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,contrast,5
val_Spatial_Relation_49_contrast2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,contrast,7
val_Spatial_Relation_49_blur1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,blur,5
val_Spatial_Relation_49_blur2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,blur,7
val_Spatial_Relation_49_noise1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,noise,9
val_Spatial_Relation_49_noise2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,noise,8
val_Spatial_Relation_49_masking1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,masking,9
val_Spatial_Relation_49_masking2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,masking,8
val_Spatial_Relation_49_rotate1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,rotate,5
val_Spatial_Relation_49_rotate2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,rotate,7
val_Spatial_Relation_49_shift1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,shift,5
val_Spatial_Relation_49_shift2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,shift,7
val_Spatial_Relation_49_bw1,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,bw,NA
val_Spatial_Relation_49_bw2,val_Spatial_Relation_49,Is the dog on top of the motorcycle?,bw,NA
val_Spatial_Relation_50_contrast1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,contrast,4
val_Spatial_Relation_50_contrast2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,contrast,7
val_Spatial_Relation_50_blur1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,blur,4
val_Spatial_Relation_50_blur2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,blur,7
val_Spatial_Relation_50_noise1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,noise,10
val_Spatial_Relation_50_noise2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,noise,6
val_Spatial_Relation_50_masking1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,masking,10
val_Spatial_Relation_50_masking2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,masking,6
val_Spatial_Relation_50_rotate1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,rotate,4
val_Spatial_Relation_50_rotate2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,rotate,7
val_Spatial_Relation_50_shift1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,shift,4
val_Spatial_Relation_50_shift2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,shift,7
val_Spatial_Relation_50_bw1,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,bw,NA
val_Spatial_Relation_50_bw2,val_Spatial_Relation_50,Is the sandwich at the left side of the laptop?,bw,NA
val_Spatial_Relation_51_contrast1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,contrast,8
val_Spatial_Relation_51_contrast2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,contrast,5
val_Spatial_Relation_51_blur1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,blur,8
val_Spatial_Relation_51_blur2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,blur,5
val_Spatial_Relation_51_noise1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,noise,8
val_Spatial_Relation_51_noise2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,noise,7
val_Spatial_Relation_51_masking1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,masking,8
val_Spatial_Relation_51_masking2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,masking,7
val_Spatial_Relation_51_rotate1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,rotate,8
val_Spatial_Relation_51_rotate2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,rotate,5
val_Spatial_Relation_51_shift1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,shift,8
val_Spatial_Relation_51_shift2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,shift,5
val_Spatial_Relation_51_bw1,val_Spatial_Relation_51,Is the car at the back of the bicycle?,bw,NA
val_Spatial_Relation_51_bw2,val_Spatial_Relation_51,Is the car at the back of the bicycle?,bw,NA
val_Spatial_Relation_52_contrast1,val_Spatial_Relation_52,Is the train far away from the stop sign?,contrast,6
val_Spatial_Relation_52_contrast2,val_Spatial_Relation_52,Is the train far away from the stop sign?,contrast,7
val_Spatial_Relation_52_blur1,val_Spatial_Relation_52,Is the train far away from the stop sign?,blur,6
val_Spatial_Relation_52_blur2,val_Spatial_Relation_52,Is the train far away from the stop sign?,blur,7
val_Spatial_Relation_52_noise1,val_Spatial_Relation_52,Is the train far away from the stop sign?,noise,8
val_Spatial_Relation_52_noise2,val_Spatial_Relation_52,Is the train far away from the stop sign?,noise,5
val_Spatial_Relation_52_masking1,val_Spatial_Relation_52,Is the train far away from the stop sign?,masking,8
val_Spatial_Relation_52_masking2,val_Spatial_Relation_52,Is the train far away from the stop sign?,masking,5
val_Spatial_Relation_52_rotate1,val_Spatial_Relation_52,Is the train far away from the stop sign?,rotate,6
val_Spatial_Relation_52_rotate2,val_Spatial_Relation_52,Is the train far away from the stop sign?,rotate,7
val_Spatial_Relation_52_shift1,val_Spatial_Relation_52,Is the train far away from the stop sign?,shift,6
val_Spatial_Relation_52_shift2,val_Spatial_Relation_52,Is the train far away from the stop sign?,shift,7
val_Spatial_Relation_52_bw1,val_Spatial_Relation_52,Is the train far away from the stop sign?,bw,NA
val_Spatial_Relation_52_bw2,val_Spatial_Relation_52,Is the train far away from the stop sign?,bw,NA
val_Spatial_Relation_53_contrast1,val_Spatial_Relation_53,Is the orange behind the apple?,contrast,4
val_Spatial_Relation_53_contrast2,val_Spatial_Relation_53,Is the orange behind the apple?,contrast,8
val_Spatial_Relation_53_blur1,val_Spatial_Relation_53,Is the orange behind the apple?,blur,4
val_Spatial_Relation_53_blur2,val_Spatial_Relation_53,Is the orange behind the apple?,blur,8
val_Spatial_Relation_53_noise1,val_Spatial_Relation_53,Is the orange behind the apple?,noise,5
val_Spatial_Relation_53_noise2,val_Spatial_Relation_53,Is the orange behind the apple?,noise,7
val_Spatial_Relation_53_masking1,val_Spatial_Relation_53,Is the orange behind the apple?,masking,5
val_Spatial_Relation_53_masking2,val_Spatial_Relation_53,Is the orange behind the apple?,masking,7
val_Spatial_Relation_53_rotate1,val_Spatial_Relation_53,Is the orange behind the apple?,rotate,4
val_Spatial_Relation_53_rotate2,val_Spatial_Relation_53,Is the orange behind the apple?,rotate,8
val_Spatial_Relation_53_shift1,val_Spatial_Relation_53,Is the orange behind the apple?,shift,4
val_Spatial_Relation_53_shift2,val_Spatial_Relation_53,Is the orange behind the apple?,shift,8
val_Spatial_Relation_53_bw1,val_Spatial_Relation_53,Is the orange behind the apple?,bw,NA
val_Spatial_Relation_53_bw2,val_Spatial_Relation_53,Is the orange behind the apple?,bw,NA
val_Spatial_Relation_54_contrast1,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,contrast,3
val_Spatial_Relation_54_contrast2,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,contrast,7
val_Spatial_Relation_54_blur1,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,blur,3
val_Spatial_Relation_54_blur2,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,blur,7
val_Spatial_Relation_54_noise1,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,noise,9
val_Spatial_Relation_54_noise2,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,noise,6
val_Spatial_Relation_54_masking1,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,masking,9
val_Spatial_Relation_54_masking2,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,masking,6
val_Spatial_Relation_54_rotate1,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,rotate,3
val_Spatial_Relation_54_rotate2,val_Spatial_Relation_54,Is the teddy bear beside the bottle?,rotate,7
