idx,question,orig_idx
val_Spatial_Reasoning_130_rephrased11,The dog is to the right of the horse in their arrangement.,val_Spatial_Reasoning_130
val_Spatial_Reasoning_130_rephrased12,The horse and dog are aligned with the dog on the right side.,val_Spatial_Reasoning_130
val_Spatial_Reasoning_130_rephrased13,The dog is on the horse's right side in their current positioning.,val_Spatial_Reasoning_130
val_Spatial_Reasoning_130_rephrased14,The horse is situated with the dog positioned on its right.,val_Spatial_Reasoning_130
val_Spatial_Reasoning_131_rephrased1,The bench is in contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased2,The dog is being touched by the bench.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased3,The bench is making contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased4,The bench is in physical contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased5,The dog is in contact with the bench.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased6,The bench is touching against the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased7,The bench is in direct contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased8,The dog is being contacted by the bench.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased9,The bench is adjacent to the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased10,The bench is in close proximity to the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased11,The bench is in close contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased12,The bench is making physical contact with the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased13,The dog is being in contact with the bench.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_131_rephrased14,The bench is directly touching the dog.,val_Spatial_Reasoning_131
val_Spatial_Reasoning_132_rephrased1,The chair has the dog in front of it.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased2,The dog is positioned ahead of the chair.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased3,The chair is situated behind the dog.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased4,The dog stands in front of the chair now.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased5,The chair is located behind the dog.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased6,The dog is situated ahead of the chair.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased7,The chair has the dog positioned in front of it.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased8,The dog is placed in front of the chair.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased9,The chair is situated behind the dog at the moment.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased10,The dog is in the position in front of the chair.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased11,The chair is located behind the dog at this time.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased12,The dog is in a position ahead of the chair.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_132_rephrased13,The chair is situated behind the dog at present.,val_Spatial_Reasoning_132
val_Spatial_Reasoning_133_rephrased1,The horse is facing away from the dog.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased2,The dog is positioned with its back to the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased3,The horse and dog are facing in opposite directions.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased4,The dog's back is turned to the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased5,The horse is looking away from the dog.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased6,The dog is not facing the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased7,The horse and dog are standing with their backs to each other.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased8,The dog is turned around to face away from the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased9,The horse is situated behind the dog.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased10,The dog is standing with its face away from the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased11,The horse is positioned behind the dog.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased12,The dog's face is turned away from the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased13,The horse is not looking at the dog.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_133_rephrased14,The dog is standing with its back to the horse.,val_Spatial_Reasoning_133
val_Spatial_Reasoning_134_rephrased1,The dog is above the bench.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased2,The bench is situated below the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased3,Is the bench located under the dog?,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased4,What is the position of the bench in relation to the dog?,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased5,The dog is positioned above the bench.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased6,The bench is positioned under the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased7,In what location is the bench in relation to the dog?,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased8,The bench is at the bottom with respect to the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased9,The dog is situated above the bench.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased10,The bench is lower than the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased11,Is the bench below the dog?,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased12,The dog is on top of the bench.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased13,The bench is positioned at the bottom relative to the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_134_rephrased14,The bench is located beneath the dog.,val_Spatial_Reasoning_134
val_Spatial_Reasoning_135_rephrased1,The dog is on top of the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased2,The surfboard is located beneath the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased3,The dog is directly above the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased4,The surfboard is situated below the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased5,The dog is positioned above the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased6,The surfboard is placed underneath the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased7,The dog is sitting on top of the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased8,The surfboard is positioned beneath the dog's feet.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased9,The dog is resting on top of the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased10,The surfboard lies beneath the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased11,The dog is lying on top of the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased12,The surfboard is positioned at the bottom beneath the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased13,The dog is perched on top of the surfboard.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_135_rephrased14,The surfboard is situated at the bottom under the dog.,val_Spatial_Reasoning_135
val_Spatial_Reasoning_136_rephrased1,The dog is being touched by the chair.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased2,The chair is in contact with the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased3,The dog and the chair are in physical contact.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased4,The chair is directly touching the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased5,The dog is in contact with the chair.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased6,The chair has its surface in contact with the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased7,The dog's surface is in contact with the chair.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased8,The chair and the dog are in close proximity.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased9,The chair's surface is touching the dog's surface.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased10,The dog's surface is being touched by the chair.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased11,The chair is making contact with the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased12,The dog is being contacted by the chair.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased13,The chair's surface is in physical contact with the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_136_rephrased14,The chair is in close physical proximity to the dog.,val_Spatial_Reasoning_136
val_Spatial_Reasoning_137_rephrased1,The laptop is situated directly in front of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased2,"In front of the dog, the laptop is located.",val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased3,The dog has the laptop positioned directly in front of it.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased4,The laptop is placed in the immediate vicinity of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased5,The dog is positioned in front of the laptop.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased6,The laptop is positioned ahead of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased7,The dog is situated in front of the laptop.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased8,The laptop is in the immediate proximity of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased9,"The dog is facing the laptop, which is in front of it.",val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased10,The laptop is directly ahead of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased11,The dog has the laptop positioned in front of it.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased12,The laptop is situated ahead of the dog.,val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased13,"The dog is in front of the laptop, which is in its direct line of sight.",val_Spatial_Reasoning_137
val_Spatial_Reasoning_137_rephrased14,"The laptop is positioned in the dog's direct line of sight, in front of it.",val_Spatial_Reasoning_137
val_Spatial_Reasoning_138_rephrased1,The dog is situated directly across from the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased2,The chair is located directly across from the dog.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased3,The dog is on the other side of the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased4,The chair and the dog are facing each other.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased5,The dog is positioned opposite to the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased6,The chair is situated across from the dog.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased7,The dog and the chair are situated on opposite sides.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased8,The chair is on the opposite side of the dog.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased9,The dog is directly opposite the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased10,The chair is directly opposite the dog.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased11,The dog is situated across the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased12,The chair and dog are on opposite sides.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased13,The chair is across from the dog.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_138_rephrased14,The dog is on the opposite side of the chair.,val_Spatial_Reasoning_138
val_Spatial_Reasoning_139_rephrased1,The bench has the dog underneath it.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased2,The dog is positioned beneath the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased3,The bench is situated above the dog.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased4,The dog is currently beneath the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased5,The bench is covering the dog.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased6,The dog is located below the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased7,The bench is placed on top of the dog.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased8,The dog is hidden from view under the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased9,The dog is situated in a lower position than the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased10,The bench is positioned over the dog.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased11,The dog is underneath the bench at the moment.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased12,The dog is lying below the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased13,The bench is elevated above the dog.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_139_rephrased14,The dog is directly under the bench.,val_Spatial_Reasoning_139
val_Spatial_Reasoning_140_rephrased1,The dog is above the chair.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased2,The chair is positioned beneath the dog.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased3,What is located beneath the chair?,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased4,The chair is situated under the dog.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased5,The dog is situated above the chair.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased6,The chair is placed underneath the dog.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased7,The dog is positioned above the chair.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased8,The chair is located beneath the dog.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased9,The dog is positioned above the chair from the chair's perspective.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased10,The chair is positioned beneath the dog from a different angle.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased11,The dog is above the chair from the chair's perspective.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased12,The chair is situated beneath the dog in this scenario.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased13,The dog is situated above the chair from this angle.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_140_rephrased14,The chair is underneath the dog in this situation.,val_Spatial_Reasoning_140
val_Spatial_Reasoning_141_rephrased1,The motorcycle is directed towards the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased2,The motorcycle is oriented in the direction of the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased3,The motorcycle is positioned with its front towards the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased4,The train is facing the motorcycle.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased5,The motorcycle is headed towards the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased6,The motorcycle is aimed at the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased7,The motorcycle is pointed towards the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased8,The motorcycle is situated with its front end facing the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased9,The train is directly in front of the motorcycle.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased10,The motorcycle is facing in the direction of the train's path.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased11,The motorcycle is turned towards the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased12,The motorcycle is pointing directly at the train.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased13,The motorcycle is situated with the train in front of it.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_141_rephrased14,The train is directly ahead of the motorcycle.,val_Spatial_Reasoning_141
val_Spatial_Reasoning_142_rephrased1,The laptop is located in the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased2,A laptop is found on the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased3,The laptop is on the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased4,The train has the laptop in it.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased5,A laptop is stored in the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased6,The laptop is inside the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased7,The train contains the laptop in question.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased8,The laptop is situated within the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased9,The train is carrying the laptop.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased10,The laptop is on board the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased11,The laptop is on the train at present.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased12,The laptop is being transported by the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased13,The laptop is currently on the train.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_142_rephrased14,The train is currently holding the laptop.,val_Spatial_Reasoning_142
val_Spatial_Reasoning_143_rephrased1,The motorcycle has a dog on it.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased2,A dog is riding on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased3,The motorcycle is carrying a dog.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased4,There's a dog sitting on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased5,The dog is perched on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased6,A motorcycle has a dog on it.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased7,The dog is positioned on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased8,The motorcycle is occupied by a dog.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased9,A dog is sitting on top of the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased10,The motorcycle is home to a dog.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased11,The dog is currently on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased12,The motorcycle has a canine passenger.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased13,The dog is situated on the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_143_rephrased14,A dog is on the back of the motorcycle.,val_Spatial_Reasoning_143
val_Spatial_Reasoning_144_rephrased1,The dog is facing the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased2,The wine glass is positioned in front of the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased3,Facing the dog is the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased4,The dog is situated in front of the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased5,The wine glass is directed towards the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased6,In front of the dog is the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased7,The wine glass is aimed at the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased8,The dog is opposite the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased9,The wine glass is turned towards the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased10,Facing the wine glass is the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased11,The wine glass is looking at the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased12,The dog is on the opposite side of the wine glass.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased13,The wine glass is oriented towards the dog.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_144_rephrased14,The dog is on the same side of the wine glass as its front.,val_Spatial_Reasoning_144
val_Spatial_Reasoning_145_rephrased1,The dog is in front of the skateboard.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased2,The skateboard is located in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased3,In front of the dog is the skateboard.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased4,The skateboard is situated in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased5,The dog has the skateboard in front of it.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased6,"In front of the dog, you'll find the skateboard.",val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased7,The skateboard is positioned in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased8,The skateboard lies in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased9,"The dog is in front of the skateboard, which is stationary.",val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased10,The skateboard is placed in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased11,The skateboard is in a position in front of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased12,"The dog has something in front of it, namely the skateboard.",val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased13,The skateboard is positioned ahead of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_145_rephrased14,The skateboard is situated ahead of the dog.,val_Spatial_Reasoning_145
val_Spatial_Reasoning_146_rephrased1,The laptop has the dog at its edge.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased2,The dog is located at the edge of the laptop.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased3,The laptop's edge is where the dog is.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased4,The dog is situated at the edge of the laptop.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased5,The edge of the laptop is where the dog is positioned.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased6,The laptop's edge is where the dog can be found.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased7,The dog is at the laptop's outer edge.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased8,The edge of the laptop is occupied by the dog.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased9,The laptop has the dog sitting at its edge.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased10,The dog is positioned at the edge of the laptop.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased11,The laptop's edge is where the dog is currently located.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased12,The dog is situated near the edge of the laptop.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased13,The edge of the laptop is where the dog is placed.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_146_rephrased14,The laptop's edge is where the dog is situated.,val_Spatial_Reasoning_146
val_Spatial_Reasoning_147_rephrased1,The train is facing the motorcycle.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased2,The motorcycle is positioned directly in front of the train.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased3,The train is directly in front of the motorcycle.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased4,The motorcycle is situated in front of the train.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased5,The train is ahead of the motorcycle.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased6,The motorcycle is opposite the train.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased7,The train is opposite the motorcycle.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased8,The motorcycle is positioned to face the train.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased9,The train is positioned to face the motorcycle.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased10,"Facing the train, the motorcycle is in position.",val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased11,"In front of the train, the motorcycle is located.",val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased12,The motorcycle is located directly in front of the train's direction.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased13,The train and motorcycle are aligned in a forward direction.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_147_rephrased14,The motorcycle is situated to face directly towards the train.,val_Spatial_Reasoning_147
val_Spatial_Reasoning_148_rephrased1,The horse and the dog are side by side.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased2,The dog is situated next to the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased3,The horse has the dog by its side.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased4,The dog is positioned alongside the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased5,The horse and dog are standing together.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased6,The dog is standing right next to the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased7,The horse and the dog are in the same location.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased8,The dog is located adjacent to the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased9,The horse and dog are placed side by side.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased10,The dog is positioned to the side of the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased11,The horse and dog are adjacent to each other.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased12,The dog is situated to the side of the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased13,The horse and the dog are in a side-by-side arrangement.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_148_rephrased14,The dog is in close proximity to the horse.,val_Spatial_Reasoning_148
val_Spatial_Reasoning_149_rephrased1,The horse is opposite to the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased2,The dog is situated on the opposite side of the horse.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased3,The horse is situated on the opposite side of the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased4,The dog is located in an opposite position to the horse.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased5,The horse is located in an opposite position to the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased6,The dog is directly opposite the horse.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased7,The horse is directly opposite the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased8,The dog and the horse are positioned in opposite directions.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased9,The horse and the dog are positioned in opposite directions.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased10,The dog is positioned in an opposite direction to the horse.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased11,The horse is positioned in an opposite direction to the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased12,The dog is on the other side of the horse.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased13,The horse is on the other side of the dog.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_149_rephrased14,The horse and the dog are facing in opposite directions.,val_Spatial_Reasoning_149
val_Spatial_Reasoning_150_rephrased1,The frisbee is next to the dog.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased2,The dog is situated next to the frisbee.,val_Spatial_Reasoning_150
val_Spatial_Reasoning_150_rephrased3,The frisbee is located by the dog.,val_Spatial_Reasoning_150
