idx,orig_idx,question,transformation_type,intensity,image_idx
val_Spatial_Relation_17_blur2_rephrased2,val_Spatial_Relation_17,Is the motorcycle carrying a dog on it?,blur,3.0,val_Spatial_Relation_17_blur2
val_Spatial_Relation_17_blur2_rephrased3,val_Spatial_Relation_17,Is there a dog sitting on the motorcycle?,blur,3.0,val_Spatial_Relation_17_blur2
val_Spatial_Relation_17_blur2_rephrased4,val_Spatial_Relation_17,Is the motorcycle currently occupied by a dog?,blur,3.0,val_Spatial_Relation_17_blur2
val_Spatial_Relation_17_noise1_rephrased1,val_Spatial_Relation_17,Is the motorcycle carrying a dog?,noise,8.0,val_Spatial_Relation_17_noise1
val_Spatial_Relation_17_noise1_rephrased2,val_Spatial_Relation_17,Is there a dog sitting on the motorcycle?,noise,8.0,val_Spatial_Relation_17_noise1
val_Spatial_Relation_17_noise1_rephrased3,val_Spatial_Relation_17,Is a dog currently riding on the motorcycle?,noise,8.0,val_Spatial_Relation_17_noise1
val_Spatial_Relation_17_noise1_rephrased4,val_Spatial_Relation_17,Is the motorcycle occupied by a dog?,noise,8.0,val_Spatial_Relation_17_noise1
val_Spatial_Relation_17_noise2_rephrased1,val_Spatial_Relation_17,Is the canine on the motorcycle?,noise,7.0,val_Spatial_Relation_17_noise2
val_Spatial_Relation_17_noise2_rephrased2,val_Spatial_Relation_17,Is the dog sitting on the motorcycle?,noise,7.0,val_Spatial_Relation_17_noise2
val_Spatial_Relation_17_noise2_rephrased3,val_Spatial_Relation_17,Is the motorcycle currently occupied by the dog?,noise,7.0,val_Spatial_Relation_17_noise2
val_Spatial_Relation_17_noise2_rephrased4,val_Spatial_Relation_17,Is the dog located on the motorcycle?,noise,7.0,val_Spatial_Relation_17_noise2
val_Spatial_Relation_17_masking1_rephrased1,val_Spatial_Relation_17,Is the dog sitting on the motorcycle?,masking,8.0,val_Spatial_Relation_17_masking1
val_Spatial_Relation_17_masking1_rephrased2,val_Spatial_Relation_17,Is there a dog on the motorcycle?,masking,8.0,val_Spatial_Relation_17_masking1
val_Spatial_Relation_17_masking1_rephrased3,val_Spatial_Relation_17,Is the motorcycle occupied by a dog?,masking,8.0,val_Spatial_Relation_17_masking1
val_Spatial_Relation_17_masking1_rephrased4,val_Spatial_Relation_17,Is a dog currently riding on the motorcycle?,masking,8.0,val_Spatial_Relation_17_masking1
val_Spatial_Relation_17_masking2_rephrased1,val_Spatial_Relation_17,Is the dog currently sitting on the motorcycle?,masking,7.0,val_Spatial_Relation_17_masking2
val_Spatial_Relation_17_masking2_rephrased2,val_Spatial_Relation_17,Is the dog positioned on top of the motorcycle?,masking,7.0,val_Spatial_Relation_17_masking2
val_Spatial_Relation_17_masking2_rephrased3,val_Spatial_Relation_17,Is the dog located on the motorcycle at the moment?,masking,7.0,val_Spatial_Relation_17_masking2
val_Spatial_Relation_17_masking2_rephrased4,val_Spatial_Relation_17,Is the dog currently seated on the motorcycle?,masking,7.0,val_Spatial_Relation_17_masking2
val_Spatial_Relation_17_rotate1_rephrased1,val_Spatial_Relation_17,Is the dog sitting on the motorcycle?,rotate,4.0,val_Spatial_Relation_17_rotate1
val_Spatial_Relation_17_rotate1_rephrased2,val_Spatial_Relation_17,Is there a dog riding on the motorcycle?,rotate,4.0,val_Spatial_Relation_17_rotate1
val_Spatial_Relation_17_rotate1_rephrased3,val_Spatial_Relation_17,Is the motorcycle currently occupied by a dog?,rotate,4.0,val_Spatial_Relation_17_rotate1
val_Spatial_Relation_17_rotate1_rephrased4,val_Spatial_Relation_17,Is a dog positioned on the motorcycle?,rotate,4.0,val_Spatial_Relation_17_rotate1
val_Spatial_Relation_17_rotate2_rephrased1,val_Spatial_Relation_17,Is the motorcycle being ridden by a dog?,rotate,3.0,val_Spatial_Relation_17_rotate2
val_Spatial_Relation_17_rotate2_rephrased2,val_Spatial_Relation_17,Is a dog currently sitting on the motorcycle?,rotate,3.0,val_Spatial_Relation_17_rotate2
val_Spatial_Relation_17_rotate2_rephrased3,val_Spatial_Relation_17,Is the dog in question located on the motorcycle?,rotate,3.0,val_Spatial_Relation_17_rotate2
val_Spatial_Relation_17_rotate2_rephrased4,val_Spatial_Relation_17,Is the motorcycle occupied by a canine.,rotate,3.0,val_Spatial_Relation_17_rotate2
val_Spatial_Relation_17_shift1_rephrased1,val_Spatial_Relation_17,Is the motorcycle occupied by a dog?,shift,4.0,val_Spatial_Relation_17_shift1
val_Spatial_Relation_17_shift1_rephrased2,val_Spatial_Relation_17,Is there a dog riding the motorcycle?,shift,4.0,val_Spatial_Relation_17_shift1
val_Spatial_Relation_17_shift1_rephrased3,val_Spatial_Relation_17,Is the dog currently sitting on the motorcycle?,shift,4.0,val_Spatial_Relation_17_shift1
val_Spatial_Relation_17_shift1_rephrased4,val_Spatial_Relation_17,Is the motorcycle being driven by a dog?,shift,4.0,val_Spatial_Relation_17_shift1
val_Spatial_Relation_17_shift2_rephrased1,val_Spatial_Relation_17,Is the canine on the motorcycle?,shift,3.0,val_Spatial_Relation_17_shift2
val_Spatial_Relation_17_shift2_rephrased2,val_Spatial_Relation_17,Is there a dog sitting on the motorcycle?,shift,3.0,val_Spatial_Relation_17_shift2
val_Spatial_Relation_17_shift2_rephrased3,val_Spatial_Relation_17,Is the dog currently positioned on the motorcycle?,shift,3.0,val_Spatial_Relation_17_shift2
val_Spatial_Relation_17_shift2_rephrased4,val_Spatial_Relation_17,Is the motorcycle occupied by a dog?,shift,3.0,val_Spatial_Relation_17_shift2
val_Spatial_Relation_17_bw1_rephrased1,val_Spatial_Relation_17,Is the dog sitting on the motorcycle?,bw,,val_Spatial_Relation_17_bw1
val_Spatial_Relation_17_bw1_rephrased2,val_Spatial_Relation_17,Is the motorcycle carrying the dog?,bw,,val_Spatial_Relation_17_bw1
val_Spatial_Relation_17_bw1_rephrased3,val_Spatial_Relation_17,Is the dog positioned on the motorcycle?,bw,,val_Spatial_Relation_17_bw1
val_Spatial_Relation_17_bw1_rephrased4,val_Spatial_Relation_17,Is the dog currently located on the motorcycle?,bw,,val_Spatial_Relation_17_bw1
val_Spatial_Relation_17_bw2_rephrased1,val_Spatial_Relation_17,Is the dog situated on the motorcycle?,bw,,val_Spatial_Relation_17_bw2
val_Spatial_Relation_17_bw2_rephrased2,val_Spatial_Relation_17,Is the motorcycle carrying the dog?,bw,,val_Spatial_Relation_17_bw2
val_Spatial_Relation_17_bw2_rephrased3,val_Spatial_Relation_17,Is the dog currently on the motorcycle?,bw,,val_Spatial_Relation_17_bw2
val_Spatial_Relation_17_bw2_rephrased4,val_Spatial_Relation_17,Is the dog positioned on the motorcycle?,bw,,val_Spatial_Relation_17_bw2
val_Spatial_Relation_18_contrast1_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,contrast,6.0,val_Spatial_Relation_18_contrast1
val_Spatial_Relation_18_contrast1_rephrased2,val_Spatial_Relation_18,Is the dining table positioned in front of the person?,contrast,6.0,val_Spatial_Relation_18_contrast1
val_Spatial_Relation_18_contrast1_rephrased3,val_Spatial_Relation_18,Does the dining table face the person?,contrast,6.0,val_Spatial_Relation_18_contrast1
val_Spatial_Relation_18_contrast1_rephrased4,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,contrast,6.0,val_Spatial_Relation_18_contrast1
val_Spatial_Relation_18_contrast2_rephrased1,val_Spatial_Relation_18,Is the person looking at the dining table that is in front of them?,contrast,5.0,val_Spatial_Relation_18_contrast2
val_Spatial_Relation_18_contrast2_rephrased2,val_Spatial_Relation_18,Is the dining table positioned directly in front of the individual?,contrast,5.0,val_Spatial_Relation_18_contrast2
val_Spatial_Relation_18_contrast2_rephrased3,val_Spatial_Relation_18,Is the dining table situated in front of the person's line of sight?,contrast,5.0,val_Spatial_Relation_18_contrast2
val_Spatial_Relation_18_contrast2_rephrased4,val_Spatial_Relation_18,Is the dining table directly in front of the person's current location?,contrast,5.0,val_Spatial_Relation_18_contrast2
val_Spatial_Relation_18_blur1_rephrased1,val_Spatial_Relation_18,Is the dining table positioned directly in front of the person?,blur,6.0,val_Spatial_Relation_18_blur1
val_Spatial_Relation_18_blur1_rephrased2,val_Spatial_Relation_18,Is the dining table situated in a location directly in front of the person?,blur,6.0,val_Spatial_Relation_18_blur1
val_Spatial_Relation_18_blur1_rephrased3,val_Spatial_Relation_18,Is the dining table located immediately in front of the person?,blur,6.0,val_Spatial_Relation_18_blur1
val_Spatial_Relation_18_blur1_rephrased4,val_Spatial_Relation_18,Is the dining table placed right in front of the person?,blur,6.0,val_Spatial_Relation_18_blur1
val_Spatial_Relation_18_blur2_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,blur,5.0,val_Spatial_Relation_18_blur2
val_Spatial_Relation_18_blur2_rephrased2,val_Spatial_Relation_18,Is the dining table positioned ahead of the person?,blur,5.0,val_Spatial_Relation_18_blur2
val_Spatial_Relation_18_blur2_rephrased3,val_Spatial_Relation_18,Does the dining table lie in front of the person?,blur,5.0,val_Spatial_Relation_18_blur2
val_Spatial_Relation_18_blur2_rephrased4,val_Spatial_Relation_18,Is the dining table located immediately in front of the person?,blur,5.0,val_Spatial_Relation_18_blur2
val_Spatial_Relation_18_noise1_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the individual?,noise,6.0,val_Spatial_Relation_18_noise1
val_Spatial_Relation_18_noise1_rephrased2,val_Spatial_Relation_18,Is the dining table positioned in front of the person's line of sight?,noise,6.0,val_Spatial_Relation_18_noise1
val_Spatial_Relation_18_noise1_rephrased3,val_Spatial_Relation_18,Is the dining table located immediately in front of the person?,noise,6.0,val_Spatial_Relation_18_noise1
val_Spatial_Relation_18_noise1_rephrased4,val_Spatial_Relation_18,Is the dining table directly in the person's line of sight?,noise,6.0,val_Spatial_Relation_18_noise1
val_Spatial_Relation_18_noise2_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,noise,7.0,val_Spatial_Relation_18_noise2
val_Spatial_Relation_18_noise2_rephrased2,val_Spatial_Relation_18,Is the dining table positioned in front of the individual?,noise,7.0,val_Spatial_Relation_18_noise2
val_Spatial_Relation_18_noise2_rephrased3,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,noise,7.0,val_Spatial_Relation_18_noise2
val_Spatial_Relation_18_noise2_rephrased4,val_Spatial_Relation_18,Is the dining table positioned ahead of the person?,noise,7.0,val_Spatial_Relation_18_noise2
val_Spatial_Relation_18_masking1_rephrased1,val_Spatial_Relation_18,Is the person facing a dining table?,masking,6.0,val_Spatial_Relation_18_masking1
val_Spatial_Relation_18_masking1_rephrased2,val_Spatial_Relation_18,Is there a dining table directly in front of the person?,masking,6.0,val_Spatial_Relation_18_masking1
val_Spatial_Relation_18_masking1_rephrased3,val_Spatial_Relation_18,Is the dining table positioned in front of the person?,masking,6.0,val_Spatial_Relation_18_masking1
val_Spatial_Relation_18_masking1_rephrased4,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,masking,6.0,val_Spatial_Relation_18_masking1
val_Spatial_Relation_18_masking2_rephrased1,val_Spatial_Relation_18,Is the dining table directly in front of the individual?,masking,7.0,val_Spatial_Relation_18_masking2
val_Spatial_Relation_18_masking2_rephrased2,val_Spatial_Relation_18,Is the dining table situated in a position directly in front of the person?,masking,7.0,val_Spatial_Relation_18_masking2
val_Spatial_Relation_18_masking2_rephrased3,val_Spatial_Relation_18,Is the dining table positioned directly in front of the person?,masking,7.0,val_Spatial_Relation_18_masking2
val_Spatial_Relation_18_masking2_rephrased4,val_Spatial_Relation_18,Is the dining table located in a direct line in front of the person?,masking,7.0,val_Spatial_Relation_18_masking2
val_Spatial_Relation_18_rotate1_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,rotate,6.0,val_Spatial_Relation_18_rotate1
val_Spatial_Relation_18_rotate1_rephrased2,val_Spatial_Relation_18,Does the person have the dining table in their direct line of sight in front of them?,rotate,6.0,val_Spatial_Relation_18_rotate1
val_Spatial_Relation_18_rotate1_rephrased3,val_Spatial_Relation_18,Is the dining table positioned directly ahead of the person's current location?,rotate,6.0,val_Spatial_Relation_18_rotate1
val_Spatial_Relation_18_rotate1_rephrased4,val_Spatial_Relation_18,Can the person see the dining table straight ahead of them?,rotate,6.0,val_Spatial_Relation_18_rotate1
val_Spatial_Relation_18_rotate2_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,rotate,5.0,val_Spatial_Relation_18_rotate2
val_Spatial_Relation_18_rotate2_rephrased2,val_Spatial_Relation_18,Does the dining table appear immediately in front of the person?,rotate,5.0,val_Spatial_Relation_18_rotate2
val_Spatial_Relation_18_rotate2_rephrased3,val_Spatial_Relation_18,Is the dining table positioned right in front of the person?,rotate,5.0,val_Spatial_Relation_18_rotate2
val_Spatial_Relation_18_rotate2_rephrased4,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,rotate,5.0,val_Spatial_Relation_18_rotate2
val_Spatial_Relation_18_shift1_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,shift,6.0,val_Spatial_Relation_18_shift1
val_Spatial_Relation_18_shift1_rephrased2,val_Spatial_Relation_18,Is the dining table positioned in front of the person?,shift,6.0,val_Spatial_Relation_18_shift1
val_Spatial_Relation_18_shift1_rephrased3,val_Spatial_Relation_18,Does the dining table lie directly in front of the person?,shift,6.0,val_Spatial_Relation_18_shift1
val_Spatial_Relation_18_shift1_rephrased4,val_Spatial_Relation_18,Is the dining table located immediately in front of the person?,shift,6.0,val_Spatial_Relation_18_shift1
val_Spatial_Relation_18_shift2_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the person?,shift,5.0,val_Spatial_Relation_18_shift2
val_Spatial_Relation_18_shift2_rephrased2,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,shift,5.0,val_Spatial_Relation_18_shift2
val_Spatial_Relation_18_shift2_rephrased3,val_Spatial_Relation_18,Does the dining table lie in front of the person?,shift,5.0,val_Spatial_Relation_18_shift2
val_Spatial_Relation_18_shift2_rephrased4,val_Spatial_Relation_18,Is the dining table positioned directly in front of the person?,shift,5.0,val_Spatial_Relation_18_shift2
val_Spatial_Relation_18_bw1_rephrased1,val_Spatial_Relation_18,Is the dining table situated directly in front of the individual?,bw,,val_Spatial_Relation_18_bw1
val_Spatial_Relation_18_bw1_rephrased2,val_Spatial_Relation_18,Is the dining table positioned right in front of the person?,bw,,val_Spatial_Relation_18_bw1
val_Spatial_Relation_18_bw1_rephrased3,val_Spatial_Relation_18,Does the dining table lie immediately in front of the person?,bw,,val_Spatial_Relation_18_bw1
val_Spatial_Relation_18_bw1_rephrased4,val_Spatial_Relation_18,Is the dining table located directly in front of the person?,bw,,val_Spatial_Relation_18_bw1
val_Spatial_Relation_18_bw2_rephrased1,val_Spatial_Relation_18,Is the dining table directly in front of the individual?,bw,,val_Spatial_Relation_18_bw2
val_Spatial_Relation_18_bw2_rephrased2,val_Spatial_Relation_18,Is the dining table situated in front of the person?,bw,,val_Spatial_Relation_18_bw2
val_Spatial_Relation_18_bw2_rephrased3,val_Spatial_Relation_18,Is the dining table positioned directly in front of the individual in question?,bw,,val_Spatial_Relation_18_bw2
val_Spatial_Relation_18_bw2_rephrased4,val_Spatial_Relation_18,Is the dining table located directly in front of the person in question?,bw,,val_Spatial_Relation_18_bw2
val_Spatial_Relation_19_contrast1_rephrased1,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,contrast,5.0,val_Spatial_Relation_19_contrast1
val_Spatial_Relation_19_contrast1_rephrased2,val_Spatial_Relation_19,Is the laptop positioned towards the chair?,contrast,5.0,val_Spatial_Relation_19_contrast1
val_Spatial_Relation_19_contrast1_rephrased3,val_Spatial_Relation_19,Is the chair facing the laptop?,contrast,5.0,val_Spatial_Relation_19_contrast1
val_Spatial_Relation_19_contrast1_rephrased4,val_Spatial_Relation_19,Is the laptop directed at the chair?,contrast,5.0,val_Spatial_Relation_19_contrast1
val_Spatial_Relation_19_contrast2_rephrased1,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,contrast,4.0,val_Spatial_Relation_19_contrast2
val_Spatial_Relation_19_contrast2_rephrased2,val_Spatial_Relation_19,Is the laptop directed towards the chair?,contrast,4.0,val_Spatial_Relation_19_contrast2
val_Spatial_Relation_19_contrast2_rephrased3,val_Spatial_Relation_19,Is the laptop positioned to face the chair?,contrast,4.0,val_Spatial_Relation_19_contrast2
val_Spatial_Relation_19_contrast2_rephrased4,val_Spatial_Relation_19,Is the laptop situated with its front side towards the chair?,contrast,4.0,val_Spatial_Relation_19_contrast2
val_Spatial_Relation_19_blur1_rephrased1,val_Spatial_Relation_19,Is the laptop positioned to face the direction of the chair?,blur,5.0,val_Spatial_Relation_19_blur1
val_Spatial_Relation_19_blur1_rephrased2,val_Spatial_Relation_19,Is the laptop's screen oriented towards the chair?,blur,5.0,val_Spatial_Relation_19_blur1
val_Spatial_Relation_19_blur1_rephrased3,val_Spatial_Relation_19,Is the laptop situated so that it's looking towards the chair?,blur,5.0,val_Spatial_Relation_19_blur1
val_Spatial_Relation_19_blur1_rephrased4,val_Spatial_Relation_19,Is the laptop's front side directed towards the chair?,blur,5.0,val_Spatial_Relation_19_blur1
val_Spatial_Relation_19_blur2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned to face the chair?,blur,4.0,val_Spatial_Relation_19_blur2
val_Spatial_Relation_19_blur2_rephrased2,val_Spatial_Relation_19,Is the laptop turned to face the chair?,blur,4.0,val_Spatial_Relation_19_blur2
val_Spatial_Relation_19_blur2_rephrased3,val_Spatial_Relation_19,Is the laptop directed towards the chair?,blur,4.0,val_Spatial_Relation_19_blur2
val_Spatial_Relation_19_blur2_rephrased4,val_Spatial_Relation_19,Is the laptop oriented to face the chair?,blur,4.0,val_Spatial_Relation_19_blur2
val_Spatial_Relation_19_noise1_rephrased1,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,noise,10.0,val_Spatial_Relation_19_noise1
val_Spatial_Relation_19_noise1_rephrased2,val_Spatial_Relation_19,Is the laptop positioned in the direction of the chair?,noise,10.0,val_Spatial_Relation_19_noise1
val_Spatial_Relation_19_noise1_rephrased3,val_Spatial_Relation_19,Is the laptop angled towards the chair?,noise,10.0,val_Spatial_Relation_19_noise1
val_Spatial_Relation_19_noise1_rephrased4,val_Spatial_Relation_19,Is the laptop directed towards the chair?,noise,10.0,val_Spatial_Relation_19_noise1
val_Spatial_Relation_19_noise2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned directly in front of the chair?,noise,7.0,val_Spatial_Relation_19_noise2
val_Spatial_Relation_19_noise2_rephrased2,val_Spatial_Relation_19,Is the laptop situated opposite the chair?,noise,7.0,val_Spatial_Relation_19_noise2
val_Spatial_Relation_19_noise2_rephrased3,val_Spatial_Relation_19,Is the chair facing the laptop?,noise,7.0,val_Spatial_Relation_19_noise2
val_Spatial_Relation_19_noise2_rephrased4,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,noise,7.0,val_Spatial_Relation_19_noise2
val_Spatial_Relation_19_masking1_rephrased1,val_Spatial_Relation_19,Is the laptop positioned in front of the chair?,masking,10.0,val_Spatial_Relation_19_masking1
val_Spatial_Relation_19_masking1_rephrased2,val_Spatial_Relation_19,Is the laptop directed towards the chair?,masking,10.0,val_Spatial_Relation_19_masking1
val_Spatial_Relation_19_masking1_rephrased3,val_Spatial_Relation_19,Is the chair situated in front of the laptop?,masking,10.0,val_Spatial_Relation_19_masking1
val_Spatial_Relation_19_masking1_rephrased4,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,masking,10.0,val_Spatial_Relation_19_masking1
val_Spatial_Relation_19_masking2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned directly in front of the chair?,masking,7.0,val_Spatial_Relation_19_masking2
val_Spatial_Relation_19_masking2_rephrased2,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,masking,7.0,val_Spatial_Relation_19_masking2
val_Spatial_Relation_19_masking2_rephrased3,val_Spatial_Relation_19,Is the laptop's screen facing the direction of the chair?,masking,7.0,val_Spatial_Relation_19_masking2
val_Spatial_Relation_19_masking2_rephrased4,val_Spatial_Relation_19,Is the laptop situated in the chair's line of sight?,masking,7.0,val_Spatial_Relation_19_masking2
val_Spatial_Relation_19_rotate1_rephrased1,val_Spatial_Relation_19,Is the laptop positioned directly in front of the chair?,rotate,5.0,val_Spatial_Relation_19_rotate1
val_Spatial_Relation_19_rotate1_rephrased2,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,rotate,5.0,val_Spatial_Relation_19_rotate1
val_Spatial_Relation_19_rotate1_rephrased3,val_Spatial_Relation_19,Is the laptop facing the direction of the chair?,rotate,5.0,val_Spatial_Relation_19_rotate1
val_Spatial_Relation_19_rotate1_rephrased4,val_Spatial_Relation_19,Is the laptop turned towards the chair?,rotate,5.0,val_Spatial_Relation_19_rotate1
val_Spatial_Relation_19_rotate2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned in the direction of the chair?,rotate,4.0,val_Spatial_Relation_19_rotate2
val_Spatial_Relation_19_rotate2_rephrased2,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,rotate,4.0,val_Spatial_Relation_19_rotate2
val_Spatial_Relation_19_rotate2_rephrased3,val_Spatial_Relation_19,Is the laptop angled towards the chair?,rotate,4.0,val_Spatial_Relation_19_rotate2
val_Spatial_Relation_19_rotate2_rephrased4,val_Spatial_Relation_19,Is the laptop directed towards the chair?,rotate,4.0,val_Spatial_Relation_19_rotate2
val_Spatial_Relation_19_shift1_rephrased1,val_Spatial_Relation_19,Is the laptop positioned in front of the chair?,shift,5.0,val_Spatial_Relation_19_shift1
val_Spatial_Relation_19_shift1_rephrased2,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,shift,5.0,val_Spatial_Relation_19_shift1
val_Spatial_Relation_19_shift1_rephrased3,val_Spatial_Relation_19,Is the laptop directed at the chair?,shift,5.0,val_Spatial_Relation_19_shift1
val_Spatial_Relation_19_shift1_rephrased4,val_Spatial_Relation_19,Is the laptop situated in the chair's line of sight?,shift,5.0,val_Spatial_Relation_19_shift1
val_Spatial_Relation_19_shift2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned directly in front of the chair?,shift,4.0,val_Spatial_Relation_19_shift2
val_Spatial_Relation_19_shift2_rephrased2,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,shift,4.0,val_Spatial_Relation_19_shift2
val_Spatial_Relation_19_shift2_rephrased3,val_Spatial_Relation_19,Is the laptop situated in a direction that is towards the chair?,shift,4.0,val_Spatial_Relation_19_shift2
val_Spatial_Relation_19_shift2_rephrased4,val_Spatial_Relation_19,Is the laptop angled so that it's directly in front of the chair?,shift,4.0,val_Spatial_Relation_19_shift2
val_Spatial_Relation_19_bw1_rephrased1,val_Spatial_Relation_19,Is the laptop oriented towards the chair?,bw,,val_Spatial_Relation_19_bw1
val_Spatial_Relation_19_bw1_rephrased2,val_Spatial_Relation_19,Is the laptop positioned with its front side towards the chair?,bw,,val_Spatial_Relation_19_bw1
val_Spatial_Relation_19_bw1_rephrased3,val_Spatial_Relation_19,Is the laptop facing the direction of the chair?,bw,,val_Spatial_Relation_19_bw1
val_Spatial_Relation_19_bw1_rephrased4,val_Spatial_Relation_19,Is the laptop directed towards the chair?,bw,,val_Spatial_Relation_19_bw1
val_Spatial_Relation_19_bw2_rephrased1,val_Spatial_Relation_19,Is the laptop positioned in front of the chair?,bw,,val_Spatial_Relation_19_bw2
val_Spatial_Relation_19_bw2_rephrased2,val_Spatial_Relation_19,Is the laptop directed towards the chair?,bw,,val_Spatial_Relation_19_bw2
val_Spatial_Relation_19_bw2_rephrased3,val_Spatial_Relation_19,Is the laptop situated opposite the chair?,bw,,val_Spatial_Relation_19_bw2
val_Spatial_Relation_19_bw2_rephrased4,val_Spatial_Relation_19,Is the laptop angled towards the chair?,bw,,val_Spatial_Relation_19_bw2
val_Spatial_Relation_20_contrast1_rephrased1,val_Spatial_Relation_20,Is the laptop in physical contact with the teddy bear?,contrast,8.0,val_Spatial_Relation_20_contrast1
val_Spatial_Relation_20_contrast1_rephrased2,val_Spatial_Relation_20,Does the laptop have any part of it in direct contact with the teddy bear?,contrast,8.0,val_Spatial_Relation_20_contrast1
val_Spatial_Relation_20_contrast1_rephrased3,val_Spatial_Relation_20,Is there any area of the laptop that is touching the teddy bear?,contrast,8.0,val_Spatial_Relation_20_contrast1
val_Spatial_Relation_20_contrast1_rephrased4,val_Spatial_Relation_20,Is the laptop making direct physical contact with the teddy bear?,contrast,8.0,val_Spatial_Relation_20_contrast1
val_Spatial_Relation_20_contrast2_rephrased1,val_Spatial_Relation_20,Is the laptop currently in physical contact with the teddy bear?,contrast,3.0,val_Spatial_Relation_20_contrast2
val_Spatial_Relation_20_contrast2_rephrased2,val_Spatial_Relation_20,Is the laptop in direct contact with the teddy bear?,contrast,3.0,val_Spatial_Relation_20_contrast2
val_Spatial_Relation_20_contrast2_rephrased3,val_Spatial_Relation_20,Is the teddy bear in immediate proximity to the laptop's surface?,contrast,3.0,val_Spatial_Relation_20_contrast2
val_Spatial_Relation_20_contrast2_rephrased4,val_Spatial_Relation_20,Is the laptop in contact with the teddy bear's surface?,contrast,3.0,val_Spatial_Relation_20_contrast2
val_Spatial_Relation_20_blur1_rephrased1,val_Spatial_Relation_20,Is the laptop in physical contact with the teddy bear?,blur,8.0,val_Spatial_Relation_20_blur1
val_Spatial_Relation_20_blur1_rephrased2,val_Spatial_Relation_20,Is the laptop currently in direct contact with the teddy bear?,blur,8.0,val_Spatial_Relation_20_blur1
val_Spatial_Relation_20_blur1_rephrased3,val_Spatial_Relation_20,Is the laptop making direct contact with the teddy bear?,blur,8.0,val_Spatial_Relation_20_blur1
val_Spatial_Relation_20_blur1_rephrased4,val_Spatial_Relation_20,Is the laptop in direct physical contact with the teddy bear?,blur,8.0,val_Spatial_Relation_20_blur1
val_Spatial_Relation_20_blur2_rephrased1,val_Spatial_Relation_20,Is the teddy bear in contact with the laptop?,blur,3.0,val_Spatial_Relation_20_blur2
val_Spatial_Relation_20_blur2_rephrased2,val_Spatial_Relation_20,Is the laptop in physical contact with the teddy bear?,blur,3.0,val_Spatial_Relation_20_blur2
val_Spatial_Relation_20_blur2_rephrased3,val_Spatial_Relation_20,Is the teddy bear directly touching the laptop?,blur,3.0,val_Spatial_Relation_20_blur2
val_Spatial_Relation_20_blur2_rephrased4,val_Spatial_Relation_20,Is the laptop in direct contact with the teddy bear?,blur,3.0,val_Spatial_Relation_20_blur2
val_Spatial_Relation_20_noise1_rephrased1,val_Spatial_Relation_20,Is the teddy bear in contact with the laptop?,noise,9.0,val_Spatial_Relation_20_noise1
val_Spatial_Relation_20_noise1_rephrased2,val_Spatial_Relation_20,Is the laptop currently in physical contact with the teddy bear?,noise,9.0,val_Spatial_Relation_20_noise1
val_Spatial_Relation_20_noise1_rephrased3,val_Spatial_Relation_20,Is the teddy bear in direct physical contact with the laptop?,noise,9.0,val_Spatial_Relation_20_noise1
val_Spatial_Relation_20_noise1_rephrased4,val_Spatial_Relation_20,Is there any physical contact between the laptop and the teddy bear?,noise,9.0,val_Spatial_Relation_20_noise1
val_Spatial_Relation_20_noise2_rephrased1,val_Spatial_Relation_20,Is the teddy bear in physical contact with the laptop?,noise,6.0,val_Spatial_Relation_20_noise2
val_Spatial_Relation_20_noise2_rephrased2,val_Spatial_Relation_20,Is the laptop in direct contact with the teddy bear?,noise,6.0,val_Spatial_Relation_20_noise2
val_Spatial_Relation_20_noise2_rephrased3,val_Spatial_Relation_20,Is there any physical contact between the laptop and the teddy bear?,noise,6.0,val_Spatial_Relation_20_noise2
val_Spatial_Relation_20_noise2_rephrased4,val_Spatial_Relation_20,Are the laptop and the teddy bear making direct physical contact?,noise,6.0,val_Spatial_Relation_20_noise2
