id,question,audio_path,optionA,optionB,optionC,optionD,correct,source_wavs,source_categories
170,Which sound event occurs first?,audios/170.wav,Helicopter,water_drops,Sneezing,Chainsaw,B,"['/home/data/ESC-50/ESC-50-master/audio/4-188293-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/5-181458-A-33.wav']","['water_drops', 'door_wood_creaks']"
173,Which sound event occurs first?,audios/173.wav,Door knock,Chirping birds,Brushing teeth,toilet_flush,D,"['/home/data/ESC-50/ESC-50-master/audio/2-67422-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/1-254507-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-212728-A-34.wav']","['toilet_flush', 'car_horn', 'can_opening']"
174,Which sound event occurs third?,audios/174.wav,helicopter,Brushing teeth,Coughing,Crickets,A,"['/home/data/ESC-50/ESC-50-master/audio/4-189332-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-103050-A-19.wav', '/home/data/ESC-50/ESC-50-master/audio/4-175000-C-40.wav']","['clock_alarm', 'thunderstorm', 'helicopter']"
175,Which sound event occurs second?,audios/175.wav,Crackling fire,Breathing,coughing,Wind,C,"['/home/data/ESC-50/ESC-50-master/audio/1-46272-A-12.wav', '/home/data/ESC-50/ESC-50-master/audio/2-98676-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-182034-A-30.wav']","['crackling_fire', 'coughing', 'door_wood_knock']"
176,Which sound event occurs after vacuum_cleaner sound?,audios/176.wav,Breathing,Fireworks,Snoring,toilet_flush,D,"['/home/data/ESC-50/ESC-50-master/audio/3-149465-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-100210-B-36.wav', '/home/data/ESC-50/ESC-50-master/audio/4-123680-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/3-119455-A-44.wav']","['clapping', 'vacuum_cleaner', 'toilet_flush', 'engine']"
177,Which sound event occurs second?,audios/177.wav,car_horn,"Door, wood creaks",Toilet flush,Clapping,A,"['/home/data/ESC-50/ESC-50-master/audio/1-19872-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/5-180156-B-43.wav']","['vacuum_cleaner', 'car_horn']"
179,Which sound event occurs fourth?,audios/179.wav,Airplane,church_bells,Washing machine,Car horn,B,"['/home/data/ESC-50/ESC-50-master/audio/2-104952-A-16.wav', '/home/data/ESC-50/ESC-50-master/audio/1-26177-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/1-115545-C-48.wav', '/home/data/ESC-50/ESC-50-master/audio/3-139109-A-46.wav']","['wind', 'car_horn', 'fireworks', 'church_bells']"
180,Which sound event occurs after clock_alarm sound?,audios/180.wav,Sheep,Train,breathing,Footsteps,C,"['/home/data/ESC-50/ESC-50-master/audio/2-158746-A-2.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72195-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-112557-B-23.wav']","['pig', 'clock_alarm', 'breathing']"
181,Which sound event occurs second?,audios/181.wav,laughing,Cow,Church bells,Snoring,A,"['/home/data/ESC-50/ESC-50-master/audio/2-78781-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/2-109759-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-A-11.wav']","['airplane', 'laughing', 'sea_waves']"
182,Which sound event occurs third?,audios/182.wav,Helicopter,pouring_water,Brushing teeth,Mouse click,B,"['/home/data/ESC-50/ESC-50-master/audio/2-70366-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/3-125548-A-32.wav', '/home/data/ESC-50/ESC-50-master/audio/4-187504-A-17.wav']","['door_wood_creaks', 'keyboard_typing', 'pouring_water']"
185,Which sound event occurs second?,audios/185.wav,footsteps,Brushing teeth,Thunderstorm,Pig,A,"['/home/data/ESC-50/ESC-50-master/audio/3-146964-A-5.wav', '/home/data/ESC-50/ESC-50-master/audio/5-243025-A-25.wav', '/home/data/ESC-50/ESC-50-master/audio/1-97392-A-0.wav']","['cat', 'footsteps', 'dog']"
186,Which sound event occurs second?,audios/186.wav,Hand saw,car_horn,Vacuum cleaner,Chirping birds,B,"['/home/data/ESC-50/ESC-50-master/audio/3-108160-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/5-180156-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/4-161099-A-47.wav']","['breathing', 'car_horn', 'airplane']"
187,Which sound event occurs third?,audios/187.wav,Clapping,car_horn,Crying baby,Wind,B,"['/home/data/ESC-50/ESC-50-master/audio/4-210000-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/1-18074-B-6.wav', '/home/data/ESC-50/ESC-50-master/audio/5-180156-C-43.wav', '/home/data/ESC-50/ESC-50-master/audio/5-243449-A-14.wav']","['breathing', 'hen', 'car_horn', 'chirping_birds']"
188,Which sound event occurs second?,audios/188.wav,Clapping,chirping_birds,Chirping birds,Hen,B,"['/home/data/ESC-50/ESC-50-master/audio/1-85168-A-39.wav', '/home/data/ESC-50/ESC-50-master/audio/4-216211-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-118658-A-41.wav']","['glass_breaking', 'chirping_birds', 'chainsaw']"
189,Which sound event occurs fourth?,audios/189.wav,pig,Glass breaking,"Door, wood creaks",Dog,A,"['/home/data/ESC-50/ESC-50-master/audio/1-30043-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/3-105236-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/4-250864-A-8.wav', '/home/data/ESC-50/ESC-50-master/audio/1-260640-C-2.wav']","['laughing', 'insects', 'sheep', 'pig']"
191,Which sound event occurs second?,audios/191.wav,siren,Brushing teeth,Pouring water,Sheep,A,"['/home/data/ESC-50/ESC-50-master/audio/5-233260-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/4-111671-B-42.wav', '/home/data/ESC-50/ESC-50-master/audio/5-251962-A-47.wav']","['breathing', 'siren', 'airplane']"
192,Which sound event occurs fourth?,audios/192.wav,Train,Rain,Crackling fire,chainsaw,D,"['/home/data/ESC-50/ESC-50-master/audio/1-54747-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/4-188287-A-9.wav', '/home/data/ESC-50/ESC-50-master/audio/5-263775-B-26.wav', '/home/data/ESC-50/ESC-50-master/audio/4-157611-A-41.wav']","['church_bells', 'crow', 'laughing', 'chainsaw']"
194,Which sound event occurs second?,audios/194.wav,Insects (flying),Fireworks,Crickets,hen,D,"['/home/data/ESC-50/ESC-50-master/audio/3-166125-B-23.wav', '/home/data/ESC-50/ESC-50-master/audio/5-244315-C-6.wav']","['breathing', 'hen']"
195,Which sound event occurs third?,audios/195.wav,Brushing teeth,Rain,Crying baby,footsteps,D,"['/home/data/ESC-50/ESC-50-master/audio/2-76408-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-81269-A-3.wav', '/home/data/ESC-50/ESC-50-master/audio/4-198962-B-25.wav', '/home/data/ESC-50/ESC-50-master/audio/1-61221-A-17.wav']","['clapping', 'cow', 'footsteps', 'pouring_water']"
197,Which sound event occurs after vacuum_cleaner sound?,audios/197.wav,Laughing,Brushing teeth,Cat,crickets,D,"['/home/data/ESC-50/ESC-50-master/audio/1-19872-B-36.wav', '/home/data/ESC-50/ESC-50-master/audio/5-215172-A-13.wav']","['vacuum_cleaner', 'crickets']"
198,Which sound event occurs second?,audios/198.wav,Train,Crying baby,Laughing,crickets,D,"['/home/data/ESC-50/ESC-50-master/audio/2-89516-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-162786-A-13.wav']","['clock_alarm', 'crickets']"
199,Which sound event occurs first?,audios/199.wav,clock_tick,Hand saw,Washing machine,Door knock,A,"['/home/data/ESC-50/ESC-50-master/audio/3-143933-A-38.wav', '/home/data/ESC-50/ESC-50-master/audio/2-114587-A-0.wav']","['clock_tick', 'dog']"
