id,audio_path,question,optionA,optionB,optionC,optionD,correct,ordering_method,audioabsent_optionspresent_num,audiopath_list,cat_mapping
121,audios/121.wav,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/2-118817-A-32.wav', '/home/data/ESC-50/ESC-50-master/audio/5-188796-A-45.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72195-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/2-118817-A-32.wav', '/home/data/ESC-50/ESC-50-master/audio/2-118817-A-32.wav']","{'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/1-72195-A-37.wav', 'keyboard_typing': '/home/data/ESC-50/ESC-50-master/audio/2-118817-A-32.wav', 'train': '/home/data/ESC-50/ESC-50-master/audio/5-188796-A-45.wav'}"
123,audios/123.wav,Which of the given sounds is heard for the least amount of time?,thunderstorm,clock_tick,sheep,rooster,B,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/5-170338-A-41.wav', '/home/data/ESC-50/ESC-50-master/audio/5-170338-A-41.wav', '/home/data/ESC-50/ESC-50-master/audio/1-88574-A-8.wav', '/home/data/ESC-50/ESC-50-master/audio/1-88574-A-8.wav', '/home/data/ESC-50/ESC-50-master/audio/5-209833-A-38.wav']","{'chainsaw': '/home/data/ESC-50/ESC-50-master/audio/5-170338-A-41.wav', 'sheep': '/home/data/ESC-50/ESC-50-master/audio/1-88574-A-8.wav', 'clock_tick': '/home/data/ESC-50/ESC-50-master/audio/5-209833-A-38.wav'}"
124,audios/124.wav,Which of these sounds has the longest duration?,car_horn,laughing,chirping_birds,vacuum_cleaner,C,random,3,"['/home/data/ESC-50/ESC-50-master/audio/2-108760-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/2-108760-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/2-135860-A-49.wav', '/home/data/ESC-50/ESC-50-master/audio/2-108760-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/4-125072-B-19.wav']","{'chirping_birds': '/home/data/ESC-50/ESC-50-master/audio/2-108760-A-14.wav', 'hand_saw': '/home/data/ESC-50/ESC-50-master/audio/2-135860-A-49.wav', 'thunderstorm': '/home/data/ESC-50/ESC-50-master/audio/4-125072-B-19.wav'}"
125,audios/125.wav,Which sound among the following is the shortest in duration?,brushing_teeth,door_wood_creaks,can_opening,fireworks,C,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-46744-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/1-46744-A-36.wav', '/home/data/ESC-50/ESC-50-master/audio/2-87282-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-D-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-D-4.wav']","{'vacuum_cleaner': '/home/data/ESC-50/ESC-50-master/audio/1-46744-A-36.wav', 'can_opening': '/home/data/ESC-50/ESC-50-master/audio/2-87282-A-34.wav', 'frog': '/home/data/ESC-50/ESC-50-master/audio/2-32515-D-4.wav'}"
126,audios/126.wav,Which sound among the following is heard for the longest time?,church_bells,train,clock_alarm,chirping_birds,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/5-240671-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/4-182613-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/4-150364-B-46.wav', '/home/data/ESC-50/ESC-50-master/audio/4-150364-B-46.wav']","{'sea_waves': '/home/data/ESC-50/ESC-50-master/audio/4-182613-B-11.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/5-240671-A-44.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/4-150364-B-46.wav'}"
127,audios/127.wav,Which sound among the following is heard for the greatest length of time?,clapping,pig,engine,hen,D,random,3,"['/home/data/ESC-50/ESC-50-master/audio/2-250710-A-39.wav', '/home/data/ESC-50/ESC-50-master/audio/1-23996-B-35.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72229-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72229-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72229-A-6.wav']","{'glass_breaking': '/home/data/ESC-50/ESC-50-master/audio/2-250710-A-39.wav', 'hen': '/home/data/ESC-50/ESC-50-master/audio/1-72229-A-6.wav', 'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/1-23996-B-35.wav'}"
129,audios/129.wav,Which sound among the following is heard for the longest time?,chirping_birds,crying_baby,church_bells,brushing_teeth,C,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/5-197988-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/5-197988-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/5-197988-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-98392-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/3-152007-E-20.wav']","{'church_bells': '/home/data/ESC-50/ESC-50-master/audio/5-197988-A-46.wav', 'breathing': '/home/data/ESC-50/ESC-50-master/audio/2-98392-A-23.wav', 'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/3-152007-E-20.wav'}"
130,audios/130.wav,Which of the given sounds is heard for the least amount of time?,siren,helicopter,sneezing,mouse_click,A,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/3-142605-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/3-142605-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-193480-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/4-193480-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-70052-A-42.wav']","{'sneezing': '/home/data/ESC-50/ESC-50-master/audio/3-142605-A-21.wav', 'helicopter': '/home/data/ESC-50/ESC-50-master/audio/4-193480-A-40.wav', 'siren': '/home/data/ESC-50/ESC-50-master/audio/2-70052-A-42.wav'}"
131,audios/131.wav,Which of the following sounds lasts for the shortest time?,engine,footsteps,wind,breathing,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/4-135439-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/1-18527-B-44.wav', '/home/data/ESC-50/ESC-50-master/audio/5-245040-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/5-245040-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/4-135439-A-18.wav']","{'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/5-245040-A-35.wav', 'toilet_flush': '/home/data/ESC-50/ESC-50-master/audio/4-135439-A-18.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/1-18527-B-44.wav'}"
132,audios/132.wav,Which of the following sounds lasts for the shortest time?,keyboard_typing,cow,rooster,crow,D,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-96950-B-9.wav', '/home/data/ESC-50/ESC-50-master/audio/2-94230-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/2-94230-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/3-144253-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-144253-A-29.wav']","{'crow': '/home/data/ESC-50/ESC-50-master/audio/1-96950-B-9.wav', 'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/2-94230-A-27.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/3-144253-A-29.wav'}"
133,audios/133.wav,Which sound among the following is heard for the longest time?,crying_baby,siren,engine,train,A,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/2-70052-B-42.wav', '/home/data/ESC-50/ESC-50-master/audio/2-122067-B-45.wav', '/home/data/ESC-50/ESC-50-master/audio/4-167077-C-20.wav', '/home/data/ESC-50/ESC-50-master/audio/4-167077-C-20.wav']","{'siren': '/home/data/ESC-50/ESC-50-master/audio/2-70052-B-42.wav', 'train': '/home/data/ESC-50/ESC-50-master/audio/2-122067-B-45.wav', 'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/4-167077-C-20.wav'}"
134,audios/134.wav,Which sound among the following is heard for the longest time?,church_bells,footsteps,cow,rooster,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/4-128659-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/3-87936-B-46.wav', '/home/data/ESC-50/ESC-50-master/audio/3-87936-B-46.wav', '/home/data/ESC-50/ESC-50-master/audio/3-87936-B-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-118459-B-32.wav']","{'church_bells': '/home/data/ESC-50/ESC-50-master/audio/3-87936-B-46.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-128659-A-33.wav', 'keyboard_typing': '/home/data/ESC-50/ESC-50-master/audio/2-118459-B-32.wav'}"
135,audios/135.wav,Which sound among the following is heard for the longest time?,sea_waves,hand_saw,crackling_fire,clock_tick,B,random,3,"['/home/data/ESC-50/ESC-50-master/audio/5-253101-C-49.wav', '/home/data/ESC-50/ESC-50-master/audio/3-134049-A-1.wav', '/home/data/ESC-50/ESC-50-master/audio/1-21896-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/5-253101-C-49.wav', '/home/data/ESC-50/ESC-50-master/audio/5-253101-C-49.wav']","{'rooster': '/home/data/ESC-50/ESC-50-master/audio/3-134049-A-1.wav', 'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/1-21896-A-35.wav', 'hand_saw': '/home/data/ESC-50/ESC-50-master/audio/5-253101-C-49.wav'}"
136,audios/136.wav,Which of the given sounds is heard for the least amount of time?,car_horn,chainsaw,snoring,helicopter,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/3-98771-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/1-19898-C-41.wav', '/home/data/ESC-50/ESC-50-master/audio/1-19898-C-41.wav', '/home/data/ESC-50/ESC-50-master/audio/4-175856-A-43.wav', '/home/data/ESC-50/ESC-50-master/audio/3-98771-A-18.wav']","{'car_horn': '/home/data/ESC-50/ESC-50-master/audio/4-175856-A-43.wav', 'toilet_flush': '/home/data/ESC-50/ESC-50-master/audio/3-98771-A-18.wav', 'chainsaw': '/home/data/ESC-50/ESC-50-master/audio/1-19898-C-41.wav'}"
138,audios/138.wav,Which of the following sounds lasts for the shortest time?,door_wood_knock,train,door_wood_creaks,keyboard_typing,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/5-263831-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/5-263831-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/2-122067-A-45.wav', '/home/data/ESC-50/ESC-50-master/audio/2-122067-A-45.wav', '/home/data/ESC-50/ESC-50-master/audio/3-154378-A-30.wav']","{'hen': '/home/data/ESC-50/ESC-50-master/audio/5-263831-A-6.wav', 'train': '/home/data/ESC-50/ESC-50-master/audio/2-122067-A-45.wav', 'door_wood_knock': '/home/data/ESC-50/ESC-50-master/audio/3-154378-A-30.wav'}"
139,audios/139.wav,Which of the following sounds lasts for the shortest time?,wind,door_wood_creaks,can_opening,laughing,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-85123-A-31.wav', '/home/data/ESC-50/ESC-50-master/audio/1-85123-A-31.wav', '/home/data/ESC-50/ESC-50-master/audio/1-39901-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/1-39901-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/3-136608-A-16.wav']","{'mouse_click': '/home/data/ESC-50/ESC-50-master/audio/1-85123-A-31.wav', 'sea_waves': '/home/data/ESC-50/ESC-50-master/audio/1-39901-B-11.wav', 'wind': '/home/data/ESC-50/ESC-50-master/audio/3-136608-A-16.wav'}"
141,audios/141.wav,Which sound among the following is heard for the longest time?,cat,wind,crackling_fire,door_wood_creaks,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav', '/home/data/ESC-50/ESC-50-master/audio/4-143118-B-7.wav', '/home/data/ESC-50/ESC-50-master/audio/1-48413-A-38.wav']","{'cat': '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav', 'insects': '/home/data/ESC-50/ESC-50-master/audio/4-143118-B-7.wav', 'clock_tick': '/home/data/ESC-50/ESC-50-master/audio/1-48413-A-38.wav'}"
142,audios/142.wav,Which of the following sounds lasts for the shortest time?,door_wood_creaks,wind,sea_waves,hen,B,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/3-118194-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/3-118194-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/5-198891-A-8.wav', '/home/data/ESC-50/ESC-50-master/audio/5-198891-A-8.wav', '/home/data/ESC-50/ESC-50-master/audio/1-29532-A-16.wav']","{'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/3-118194-A-33.wav', 'sheep': '/home/data/ESC-50/ESC-50-master/audio/5-198891-A-8.wav', 'wind': '/home/data/ESC-50/ESC-50-master/audio/1-29532-A-16.wav'}"
144,audios/144.wav,Which sound among the following is heard for the longest time?,clock_tick,crickets,airplane,cat,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/2-82274-B-5.wav', '/home/data/ESC-50/ESC-50-master/audio/4-161099-B-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav']","{'airplane': '/home/data/ESC-50/ESC-50-master/audio/4-161099-B-47.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', 'cat': '/home/data/ESC-50/ESC-50-master/audio/2-82274-B-5.wav'}"
145,audios/145.wav,Which of these sounds has the longest duration?,door_wood_creaks,rain,breathing,train,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/5-188606-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/1-21189-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/1-18631-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/1-21189-A-10.wav']","{'rain': '/home/data/ESC-50/ESC-50-master/audio/1-21189-A-10.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/5-188606-A-33.wav', 'breathing': '/home/data/ESC-50/ESC-50-master/audio/1-18631-A-23.wav'}"
146,audios/146.wav,Which sound among the following is heard for the longest time?,siren,crackling_fire,insects,wind,C,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/5-253094-C-49.wav', '/home/data/ESC-50/ESC-50-master/audio/3-104761-B-7.wav', '/home/data/ESC-50/ESC-50-master/audio/3-104761-B-7.wav', '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav']","{'hand_saw': '/home/data/ESC-50/ESC-50-master/audio/5-253094-C-49.wav', 'insects': '/home/data/ESC-50/ESC-50-master/audio/3-104761-B-7.wav', 'rain': '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav'}"
147,audios/147.wav,Which of these sounds has the longest duration?,frog,door_wood_creaks,vacuum_cleaner,pig,C,random,2,"['/home/data/ESC-50/ESC-50-master/audio/4-147240-A-2.wav', '/home/data/ESC-50/ESC-50-master/audio/3-150363-A-38.wav', '/home/data/ESC-50/ESC-50-master/audio/2-141682-B-36.wav', '/home/data/ESC-50/ESC-50-master/audio/2-141682-B-36.wav']","{'clock_tick': '/home/data/ESC-50/ESC-50-master/audio/3-150363-A-38.wav', 'pig': '/home/data/ESC-50/ESC-50-master/audio/4-147240-A-2.wav', 'vacuum_cleaner': '/home/data/ESC-50/ESC-50-master/audio/2-141682-B-36.wav'}"
149,audios/149.wav,Which sound among the following is heard for the longest time?,crying_baby,pouring_water,washing_machine,laughing,A,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/4-218199-B-35.wav', '/home/data/ESC-50/ESC-50-master/audio/2-107351-B-20.wav', '/home/data/ESC-50/ESC-50-master/audio/2-107351-B-20.wav', '/home/data/ESC-50/ESC-50-master/audio/2-107351-B-20.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/4-218199-B-35.wav', 'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/2-107351-B-20.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav'}"
150,audios/150.wav,Which sound among the following is the shortest in duration?,crying_baby,drinking_sipping,brushing_teeth,washing_machine,B,random,2,"['/home/data/ESC-50/ESC-50-master/audio/2-59565-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-59565-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/4-172500-D-27.wav', '/home/data/ESC-50/ESC-50-master/audio/3-140323-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/4-172500-D-27.wav']","{'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/4-172500-D-27.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/3-140323-A-29.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/2-59565-A-46.wav'}"
151,audios/151.wav,Which of these sounds has the longest duration?,church_bells,thunderstorm,crow,toilet_flush,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/5-253534-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/5-213836-A-9.wav', '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav']","{'crow': '/home/data/ESC-50/ESC-50-master/audio/5-213836-A-9.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', 'laughing': '/home/data/ESC-50/ESC-50-master/audio/5-253534-A-26.wav'}"
153,audios/153.wav,Which of the following sounds lasts for the shortest time?,can_opening,crackling_fire,clock_tick,cow,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-170383-A-38.wav', '/home/data/ESC-50/ESC-50-master/audio/3-170383-A-38.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-A-12.wav', '/home/data/ESC-50/ESC-50-master/audio/4-170247-A-12.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155659-A-34.wav']","{'can_opening': '/home/data/ESC-50/ESC-50-master/audio/3-155659-A-34.wav', 'clock_tick': '/home/data/ESC-50/ESC-50-master/audio/3-170383-A-38.wav', 'crackling_fire': '/home/data/ESC-50/ESC-50-master/audio/4-170247-A-12.wav'}"
159,audios/159.wav,Which of the given sounds is heard for the least amount of time?,footsteps,door_wood_creaks,keyboard_typing,wind,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-84943-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/2-84943-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/4-200330-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/4-200330-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/2-209474-A-25.wav']","{'toilet_flush': '/home/data/ESC-50/ESC-50-master/audio/2-84943-A-18.wav', 'hen': '/home/data/ESC-50/ESC-50-master/audio/4-200330-A-6.wav', 'footsteps': '/home/data/ESC-50/ESC-50-master/audio/2-209474-A-25.wav'}"
160,audios/160.wav,Which sound among the following is heard for the longest time?,snoring,insects,clapping,pig,B,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/3-233151-A-2.wav', '/home/data/ESC-50/ESC-50-master/audio/5-251962-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/2-82077-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/2-82077-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/2-82077-A-7.wav']","{'pig': '/home/data/ESC-50/ESC-50-master/audio/3-233151-A-2.wav', 'airplane': '/home/data/ESC-50/ESC-50-master/audio/5-251962-A-47.wav', 'insects': '/home/data/ESC-50/ESC-50-master/audio/2-82077-A-7.wav'}"
162,audios/162.wav,Which of the given sounds is heard for the least amount of time?,coughing,fireworks,sea_waves,thunderstorm,B,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/5-181766-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/5-181766-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/4-99644-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/4-99644-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-117615-E-48.wav']","{'rain': '/home/data/ESC-50/ESC-50-master/audio/5-181766-A-10.wav', 'frog': '/home/data/ESC-50/ESC-50-master/audio/4-99644-C-4.wav', 'fireworks': '/home/data/ESC-50/ESC-50-master/audio/2-117615-E-48.wav'}"
163,audios/163.wav,Which sound among the following is the shortest in duration?,clock_alarm,breathing,brushing_teeth,rooster,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/4-155670-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/4-189332-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/4-155670-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/3-126391-B-27.wav', '/home/data/ESC-50/ESC-50-master/audio/3-126391-B-27.wav']","{'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/3-126391-B-27.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/4-189332-A-37.wav', 'laughing': '/home/data/ESC-50/ESC-50-master/audio/4-155670-A-26.wav'}"
165,audios/165.wav,Which of the following sounds lasts for the shortest time?,glass_breaking,crying_baby,laughing,wind,A,random,2,"['/home/data/ESC-50/ESC-50-master/audio/1-88807-A-39.wav', '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-167077-A-20.wav', '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/4-167077-A-20.wav']","{'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/4-167077-A-20.wav', 'glass_breaking': '/home/data/ESC-50/ESC-50-master/audio/1-88807-A-39.wav', 'airplane': '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav'}"
167,audios/167.wav,Which sound among the following is the shortest in duration?,breathing,crying_baby,rain,brushing_teeth,D,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/5-178997-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/5-178997-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/5-198411-B-20.wav', '/home/data/ESC-50/ESC-50-master/audio/5-198411-B-20.wav', '/home/data/ESC-50/ESC-50-master/audio/5-218196-B-27.wav']","{'coughing': '/home/data/ESC-50/ESC-50-master/audio/5-178997-A-24.wav', 'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/5-198411-B-20.wav', 'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/5-218196-B-27.wav'}"
168,audios/168.wav,Which of the following sounds lasts for the shortest time?,clock_alarm,cow,keyboard_typing,drinking_sipping,D,random,2,"['/home/data/ESC-50/ESC-50-master/audio/2-65747-A-12.wav', '/home/data/ESC-50/ESC-50-master/audio/2-65747-A-12.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/5-243036-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav']","{'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/5-243036-A-29.wav', 'crackling_fire': '/home/data/ESC-50/ESC-50-master/audio/2-65747-A-12.wav'}"
169,audios/169.wav,Which of the given sounds is heard for the least amount of time?,clapping,pouring_water,church_bells,insects,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/1-50625-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-110913-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/3-110913-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/1-50625-A-17.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/4-147657-A-46.wav', 'insects': '/home/data/ESC-50/ESC-50-master/audio/3-110913-A-7.wav'}"
170,audios/170.wav,Which of the following sounds lasts for the shortest time?,sea_waves,laughing,clock_alarm,engine,C,random,1,"['/home/data/ESC-50/ESC-50-master/audio/2-106014-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/2-106014-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/5-171118-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/5-171118-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/3-139958-A-37.wav']","{'engine': '/home/data/ESC-50/ESC-50-master/audio/2-106014-A-44.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-139958-A-37.wav', 'laughing': '/home/data/ESC-50/ESC-50-master/audio/5-171118-A-26.wav'}"
171,audios/171.wav,Which of these sounds has the longest duration?,crying_baby,clapping,breathing,cat,B,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/4-205738-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/4-205738-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/4-205738-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-47819-A-5.wav', '/home/data/ESC-50/ESC-50-master/audio/1-30709-B-23.wav']","{'clapping': '/home/data/ESC-50/ESC-50-master/audio/4-205738-A-22.wav', 'cat': '/home/data/ESC-50/ESC-50-master/audio/1-47819-A-5.wav', 'breathing': '/home/data/ESC-50/ESC-50-master/audio/1-30709-B-23.wav'}"
172,audios/172.wav,Which of these sounds has the longest duration?,insects,breathing,door_wood_creaks,thunderstorm,C,random,3,"['/home/data/ESC-50/ESC-50-master/audio/4-107122-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/5-216214-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-50060-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/4-107122-A-33.wav']","{'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-107122-A-33.wav', 'rain': '/home/data/ESC-50/ESC-50-master/audio/1-50060-A-10.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/5-216214-A-13.wav'}"
174,audios/174.wav,Which sound among the following is the shortest in duration?,sneezing,pouring_water,drinking_sipping,wind,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/3-58772-A-42.wav', '/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/4-184434-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/3-58772-A-42.wav']","{'siren': '/home/data/ESC-50/ESC-50-master/audio/3-58772-A-42.wav', 'clapping': '/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', 'sneezing': '/home/data/ESC-50/ESC-50-master/audio/4-184434-A-21.wav'}"
175,audios/175.wav,Which sound among the following is heard for the longest time?,cow,glass_breaking,sea_waves,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/5-208030-A-0.wav', '/home/data/ESC-50/ESC-50-master/audio/3-154758-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/3-152039-B-3.wav', '/home/data/ESC-50/ESC-50-master/audio/3-152039-B-3.wav']","{'dog': '/home/data/ESC-50/ESC-50-master/audio/5-208030-A-0.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/3-154758-A-44.wav', 'cow': '/home/data/ESC-50/ESC-50-master/audio/3-152039-B-3.wav'}"
