question,id,audio_path,optionA,optionB,optionC,optionD,correct,source_wavs,source_categories,orig_idx,idx
What is the number of sound sources with distinct characteristics in the audio file?,90,audios/90.wav,5,3,2,4,B,"['/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/3-133977-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-138114-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/3-141240-A-44.wav']","['clapping', 'clapping', 'drinking_sipping', 'clapping', 'engine']",90,90_rephrased10
What variety of sounds can be distinguished within this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased1
How many distinct types of sounds are present in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased2
Can different types of sounds be identified in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased3
How many unique sounds can be heard in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased4
What number of distinct sound types can be found in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased5
Are there multiple types of sounds that can be identified in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased6
How many separate sound types are contained in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased7
What variety of distinct sounds is present in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased8
Can various sound types be distinguished in this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased9
How many types of distinct sounds are contained within this recording?,91,audios/91.wav,3,0,2,1,D,['/home/data/ESC-50/ESC-50-master/audio/2-30322-B-12.wav'],['crackling_fire'],91,91_rephrased10
Count the total number of distinct sound sources present in the given recording.,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased1
Identify the different sound sources that can be heard in this audio recording.,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased2
How many separate sound sources are included in this audio file?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased3
What is the total count of unique sound sources found in the recording?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased4
Can you determine the number of distinct sound sources present in the audio?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased5
How many different sound sources are there in this recording?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased6
What is the number of unique sound sources contained within the audio recording?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased7
Count the number of distinct sound sources present in the audio recording.,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased8
Determine the total count of separate sound sources that can be heard in the recording.,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased9
How many distinct sound sources are included in the audio recording?,96,audios/96.wav,2,5,4,3,D,"['/home/data/ESC-50/ESC-50-master/audio/4-144083-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185415-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/1-91359-B-11.wav']","['wind', 'sneezing', 'sneezing', 'sea_waves']",96,96_rephrased10
What is the total number of distinct sound sources present in the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased1
How many different sound sources can be identified within the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased2
Are there multiple separate sound sources contained in the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased3
What is the count of distinct sound sources included in the audio track?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased4
Can you determine the number of separate sound sources that make up the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased5
How many distinct sound sources are included in the audio recording?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased6
What is the number of separate sound sources that are present in the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased7
How many different sound sources are included in the audio signal?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased8
Can you count the number of separate sound sources that are part of the audio?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased9
How many distinct sound sources are present in the audio file?,97,audios/97.wav,3,4,1,2,D,"['/home/data/ESC-50/ESC-50-master/audio/5-257349-A-15.wav', '/home/data/ESC-50/ESC-50-master/audio/1-79113-A-5.wav']","['water_drops', 'cat']",97,97_rephrased10
How many distinct sound types can be found in this audio recording?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased1
What is the count of different sound types present in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased2
Can you identify the total number of distinct sounds in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased3
How many unique sound types are there in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased4
What is the sum of distinct sound types found in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased5
What is the count of different sounds in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased6
Can you determine the total number of unique sound types in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased7
How many different sound types are present in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased8
What is the total count of distinct sounds in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased9
How many distinct sound types can be identified in this audio?,98,audios/98.wav,5,4,3,2,C,"['/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-156999-E-19.wav', '/home/data/ESC-50/ESC-50-master/audio/5-250629-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-130998-A-28.wav']","['snoring', 'thunderstorm', 'thunderstorm', 'clock_alarm', 'snoring']",98,98_rephrased10
How many distinct sound sources are present in this audio clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased1
What number of different sound sources can be identified in this audio recording?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased2
How many different sound sources can be distinguished in this audio clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased3
How many distinct sound sources are audible in this audio clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased4
What number of sound sources can be heard individually in this audio recording?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased5
Can we identify the number of different sound sources in this audio clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased6
How many distinct sound sources are present in this audio recording?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased7
How many different sound sources can be heard separately in this clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased8
What is the total count of different sound sources in this audio clip?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased9
How many individual sound sources can be heard in this audio recording?,99,audios/99.wav,0,2,3,1,D,"['/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav', '/home/data/ESC-50/ESC-50-master/audio/5-208810-B-11.wav']","['sea_waves', 'sea_waves']",99,99_rephrased10
What is the total number of distinct sound types present in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased1
How many distinct sound types can be found in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased2
How many different sound categories are there in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased3
What variety of sounds can be distinguished in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased4
Can we identify a specific number of distinct sound types in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased5
What is the count of different sound types present in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased6
"In this recording, how many distinct sound types are present?",101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased7
What is the total number of sound types that can be identified in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased8
How many separate sound types can be distinguished from the recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased9
What is the count of different sound types that can be found in this recording?,101,audios/101.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155579-A-14.wav']","['chirping_birds', 'chirping_birds', 'chirping_birds']",101,101_rephrased10
What is the total count of distinct sound types in this audio recording?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased1
How many different types of sound can be identified within this audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased2
What is the number of unique sound categories in this audio file?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased3
Can you count the number of distinct sound types present in this audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased4
How many different sound types are present within the audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased5
What is the total number of distinct sound categories found in this audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased6
Can you determine the number of unique sound types in this audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased7
How many distinct sound types are there in this audio recording?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased8
What is the count of different sound types that can be heard in this audio?,102,audios/102.wav,2,1,3,0,B,"['/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-A-40.wav']","['helicopter', 'helicopter']",102,102_rephrased9
What is the total number of distinct sound sources present in this clip?,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased1
How many different sound sources can be found in this clip?,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased2
Count the variety of sound sources in this clip.,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased3
List the different sound sources that are present in this clip.,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased4
What is the number of distinct sound sources that are heard in this clip?,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased5
Determine the count of unique sound sources within this clip.,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased6
Identify the number of different sound sources that are audible in this clip.,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased7
How many distinct sound sources are present in the audio of this clip?,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased8
What is the total count of different sound sources that can be identified in this clip?,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased9
Count the number of unique sound sources that are featured in this clip.,103,audios/103.wav,0,1,3,2,B,"['/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/2-32515-C-4.wav']","['frog', 'frog']",103,103_rephrased10
What is the number of distinct sound categories present in this audio file?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased1
How many different sound categories can be identified in this audio file?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased2
What is the total count of distinct sound categories in this audio file?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased3
Can you tell me the number of distinct sound categories found in this audio file?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased4
How many unique sound categories are there in this audio file's content?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased5
What is the distinct count of sound categories in this audio file's audio?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased6
How many different sound categories are present in the audio content of this file?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased7
Can you determine the number of distinct sound categories in this audio file's audio?,105,audios/105.wav,3,1,2,0,B,['/home/data/ESC-50/ESC-50-master/audio/3-118069-B-27.wav'],['brushing_teeth'],105,105_rephrased8
