idx,orig_idx,question,optionA,optionB,optionC,optionD,new_audio_path
92_silence_4,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_silence_4.wav
92_volume_0,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_volume_0.wav
92_volume_1,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_volume_1.wav
92_volume_2,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_volume_2.wav
92_volume_3,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_volume_3.wav
92_volume_4,92,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,duration_audio_perturbations_only/92_volume_4.wav
93_silence_0,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_silence_0.wav
93_silence_1,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_silence_1.wav
93_silence_2,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_silence_2.wav
93_silence_3,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_silence_3.wav
93_silence_4,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_silence_4.wav
93_volume_0,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_volume_0.wav
93_volume_1,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_volume_1.wav
93_volume_2,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_volume_2.wav
93_volume_3,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_volume_3.wav
93_volume_4,93,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,duration_audio_perturbations_only/93_volume_4.wav
95_silence_0,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_silence_0.wav
95_silence_1,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_silence_1.wav
95_silence_2,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_silence_2.wav
95_silence_3,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_silence_3.wav
95_silence_4,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_silence_4.wav
95_volume_0,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_volume_0.wav
95_volume_1,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_volume_1.wav
95_volume_2,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_volume_2.wav
95_volume_3,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_volume_3.wav
95_volume_4,95,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,duration_audio_perturbations_only/95_volume_4.wav
96_silence_0,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_silence_0.wav
96_silence_1,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_silence_1.wav
96_silence_2,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_silence_2.wav
96_silence_3,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_silence_3.wav
96_silence_4,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_silence_4.wav
96_volume_0,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_volume_0.wav
96_volume_1,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_volume_1.wav
96_volume_2,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_volume_2.wav
96_volume_3,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_volume_3.wav
96_volume_4,96,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,duration_audio_perturbations_only/96_volume_4.wav
97_silence_0,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_silence_0.wav
97_silence_1,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_silence_1.wav
97_silence_2,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_silence_2.wav
97_silence_3,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_silence_3.wav
97_silence_4,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_silence_4.wav
97_volume_0,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_volume_0.wav
97_volume_1,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_volume_1.wav
97_volume_2,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_volume_2.wav
97_volume_3,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_volume_3.wav
97_volume_4,97,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,duration_audio_perturbations_only/97_volume_4.wav
98_silence_0,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_silence_0.wav
98_silence_1,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_silence_1.wav
98_silence_2,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_silence_2.wav
98_silence_3,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_silence_3.wav
98_silence_4,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_silence_4.wav
98_volume_0,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_volume_0.wav
98_volume_1,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_volume_1.wav
98_volume_2,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_volume_2.wav
98_volume_3,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_volume_3.wav
98_volume_4,98,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,duration_audio_perturbations_only/98_volume_4.wav
100_silence_0,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_silence_0.wav
100_silence_1,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_silence_1.wav
100_silence_2,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_silence_2.wav
100_silence_3,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_silence_3.wav
100_silence_4,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_silence_4.wav
100_volume_0,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_volume_0.wav
100_volume_1,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_volume_1.wav
100_volume_2,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_volume_2.wav
100_volume_3,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_volume_3.wav
100_volume_4,100,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,duration_audio_perturbations_only/100_volume_4.wav
101_silence_0,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_silence_0.wav
101_silence_1,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_silence_1.wav
101_silence_2,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_silence_2.wav
101_silence_3,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_silence_3.wav
101_silence_4,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_silence_4.wav
101_volume_0,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_volume_0.wav
101_volume_1,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_volume_1.wav
101_volume_2,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_volume_2.wav
101_volume_3,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_volume_3.wav
101_volume_4,101,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,duration_audio_perturbations_only/101_volume_4.wav
103_silence_0,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_silence_0.wav
103_silence_1,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_silence_1.wav
103_silence_2,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_silence_2.wav
103_silence_3,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_silence_3.wav
103_silence_4,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_silence_4.wav
103_volume_0,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_volume_0.wav
103_volume_1,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_volume_1.wav
103_volume_2,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_volume_2.wav
103_volume_3,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_volume_3.wav
103_volume_4,103,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,duration_audio_perturbations_only/103_volume_4.wav
105_silence_0,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_silence_0.wav
105_silence_1,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_silence_1.wav
105_silence_2,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_silence_2.wav
105_silence_3,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_silence_3.wav
105_silence_4,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_silence_4.wav
105_volume_0,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_volume_0.wav
105_volume_1,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_volume_1.wav
105_volume_2,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_volume_2.wav
105_volume_3,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_volume_3.wav
105_volume_4,105,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,duration_audio_perturbations_only/105_volume_4.wav
107_silence_0,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_silence_0.wav
107_silence_1,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_silence_1.wav
107_silence_2,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_silence_2.wav
107_silence_3,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_silence_3.wav
107_silence_4,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_silence_4.wav
107_volume_0,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_volume_0.wav
107_volume_1,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_volume_1.wav
107_volume_2,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_volume_2.wav
107_volume_3,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_volume_3.wav
107_volume_4,107,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,duration_audio_perturbations_only/107_volume_4.wav
108_silence_0,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_silence_0.wav
108_silence_1,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_silence_1.wav
108_silence_2,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_silence_2.wav
108_silence_3,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_silence_3.wav
108_silence_4,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_silence_4.wav
108_volume_0,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_volume_0.wav
108_volume_1,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_volume_1.wav
108_volume_2,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_volume_2.wav
108_volume_3,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_volume_3.wav
108_volume_4,108,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,duration_audio_perturbations_only/108_volume_4.wav
110_silence_0,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_silence_0.wav
110_silence_1,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_silence_1.wav
110_silence_2,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_silence_2.wav
110_silence_3,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_silence_3.wav
110_silence_4,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_silence_4.wav
110_volume_0,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_volume_0.wav
110_volume_1,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_volume_1.wav
110_volume_2,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_volume_2.wav
110_volume_3,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_volume_3.wav
110_volume_4,110,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,duration_audio_perturbations_only/110_volume_4.wav
111_silence_0,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_silence_0.wav
111_silence_1,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_silence_1.wav
111_silence_2,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_silence_2.wav
111_silence_3,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_silence_3.wav
111_silence_4,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_silence_4.wav
111_volume_0,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_volume_0.wav
111_volume_1,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_volume_1.wav
111_volume_2,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_volume_2.wav
111_volume_3,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_volume_3.wav
111_volume_4,111,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,duration_audio_perturbations_only/111_volume_4.wav
113_silence_0,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_silence_0.wav
113_silence_1,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_silence_1.wav
113_silence_2,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_silence_2.wav
113_silence_3,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_silence_3.wav
113_silence_4,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_silence_4.wav
113_volume_0,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_volume_0.wav
113_volume_1,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_volume_1.wav
113_volume_2,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_volume_2.wav
113_volume_3,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_volume_3.wav
113_volume_4,113,Which sound among the following is the shortest in duration?,breathing,crying_baby,frog,vacuum_cleaner,duration_audio_perturbations_only/113_volume_4.wav
114_silence_0,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_silence_0.wav
114_silence_1,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_silence_1.wav
114_silence_2,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_silence_2.wav
114_silence_3,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_silence_3.wav
114_silence_4,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_silence_4.wav
114_volume_0,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_volume_0.wav
114_volume_1,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_volume_1.wav
114_volume_2,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_volume_2.wav
114_volume_3,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_volume_3.wav
114_volume_4,114,Which of these sounds has the longest duration?,cat,door_wood_knock,cow,breathing,duration_audio_perturbations_only/114_volume_4.wav
116_silence_0,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_silence_0.wav
116_silence_1,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_silence_1.wav
116_silence_2,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_silence_2.wav
116_silence_3,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_silence_3.wav
116_silence_4,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_silence_4.wav
116_volume_0,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_volume_0.wav
116_volume_1,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_volume_1.wav
116_volume_2,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_volume_2.wav
116_volume_3,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_volume_3.wav
116_volume_4,116,Which of the given sounds is heard for the least amount of time?,rain,wind,train,hen,duration_audio_perturbations_only/116_volume_4.wav
117_silence_0,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_silence_0.wav
117_silence_1,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_silence_1.wav
117_silence_2,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_silence_2.wav
117_silence_3,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_silence_3.wav
117_silence_4,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_silence_4.wav
117_volume_0,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_volume_0.wav
117_volume_1,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_volume_1.wav
117_volume_2,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_volume_2.wav
117_volume_3,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_volume_3.wav
117_volume_4,117,Which sound among the following is heard for the longest time?,pig,washing_machine,coughing,keyboard_typing,duration_audio_perturbations_only/117_volume_4.wav
119_silence_0,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_silence_0.wav
119_silence_1,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_silence_1.wav
119_silence_2,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_silence_2.wav
119_silence_3,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_silence_3.wav
119_silence_4,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_silence_4.wav
119_volume_0,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_volume_0.wav
119_volume_1,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_volume_1.wav
119_volume_2,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_volume_2.wav
119_volume_3,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_volume_3.wav
119_volume_4,119,Which sound among the following is the shortest in duration?,coughing,engine,sheep,sea_waves,duration_audio_perturbations_only/119_volume_4.wav
120_silence_0,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_silence_0.wav
120_silence_1,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_silence_1.wav
120_silence_2,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_silence_2.wav
120_silence_3,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_silence_3.wav
120_silence_4,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_silence_4.wav
120_volume_0,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_volume_0.wav
120_volume_1,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_volume_1.wav
120_volume_2,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_volume_2.wav
120_volume_3,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_volume_3.wav
120_volume_4,120,Which sound among the following is heard for the greatest length of time?,crow,door_wood_knock,keyboard_typing,washing_machine,duration_audio_perturbations_only/120_volume_4.wav
121_silence_0,121,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,duration_audio_perturbations_only/121_silence_0.wav
121_silence_1,121,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,duration_audio_perturbations_only/121_silence_1.wav
121_silence_2,121,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,duration_audio_perturbations_only/121_silence_2.wav
121_silence_3,121,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,duration_audio_perturbations_only/121_silence_3.wav
121_silence_4,121,Which sound among the following is heard for the greatest length of time?,keyboard_typing,siren,crickets,train,duration_audio_perturbations_only/121_silence_4.wav
