idx,orig_idx,question,optionA,optionB,optionC,optionD,new_audio_path
97_volume_1,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_volume_1.wav
97_volume_2,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_volume_2.wav
97_volume_3,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_volume_3.wav
97_volume_4,97,How many separate sound sources are included in the audio?,3,4,1,2,count_audio_perturbations_only/97_volume_4.wav
98_silence_0,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_silence_0.wav
98_silence_1,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_silence_1.wav
98_silence_2,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_silence_2.wav
98_silence_3,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_silence_3.wav
98_silence_4,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_silence_4.wav
98_volume_0,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_volume_0.wav
98_volume_1,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_volume_1.wav
98_volume_2,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_volume_2.wav
98_volume_3,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_volume_3.wav
98_volume_4,98,What is the total number of unique sound types in this audio?,5,4,3,2,count_audio_perturbations_only/98_volume_4.wav
99_silence_0,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_silence_0.wav
99_silence_1,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_silence_1.wav
99_silence_2,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_silence_2.wav
99_silence_3,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_silence_3.wav
99_silence_4,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_silence_4.wav
99_volume_0,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_volume_0.wav
99_volume_1,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_volume_1.wav
99_volume_2,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_volume_2.wav
99_volume_3,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_volume_3.wav
99_volume_4,99,How many different sound sources can be heard in this clip?,0,2,3,1,count_audio_perturbations_only/99_volume_4.wav
101_silence_0,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_silence_0.wav
101_silence_1,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_silence_1.wav
101_silence_2,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_silence_2.wav
101_silence_3,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_silence_3.wav
101_silence_4,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_silence_4.wav
101_volume_0,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_volume_0.wav
101_volume_1,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_volume_1.wav
101_volume_2,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_volume_2.wav
101_volume_3,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_volume_3.wav
101_volume_4,101,How many different types of sounds can be identified in this recording?,2,1,3,0,count_audio_perturbations_only/101_volume_4.wav
102_silence_0,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_silence_0.wav
102_silence_1,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_silence_1.wav
102_silence_2,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_silence_2.wav
102_silence_3,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_silence_3.wav
102_silence_4,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_silence_4.wav
102_volume_0,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_volume_0.wav
102_volume_1,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_volume_1.wav
102_volume_2,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_volume_2.wav
102_volume_3,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_volume_3.wav
102_volume_4,102,How many unique types of sound are present in this audio?,2,1,3,0,count_audio_perturbations_only/102_volume_4.wav
103_silence_0,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_silence_0.wav
103_silence_1,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_silence_1.wav
103_silence_2,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_silence_2.wav
103_silence_3,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_silence_3.wav
103_silence_4,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_silence_4.wav
103_volume_0,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_volume_0.wav
103_volume_1,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_volume_1.wav
103_volume_2,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_volume_2.wav
103_volume_3,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_volume_3.wav
103_volume_4,103,Identify the count of different sound sources in this clip.,0,1,3,2,count_audio_perturbations_only/103_volume_4.wav
105_silence_0,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_silence_0.wav
105_silence_1,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_silence_1.wav
105_silence_2,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_silence_2.wav
105_silence_3,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_silence_3.wav
105_silence_4,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_silence_4.wav
105_volume_0,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_volume_0.wav
105_volume_1,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_volume_1.wav
105_volume_2,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_volume_2.wav
105_volume_3,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_volume_3.wav
105_volume_4,105,How many distinct sound categories are there in this audio file?,3,1,2,0,count_audio_perturbations_only/105_volume_4.wav
106_silence_0,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_silence_0.wav
106_silence_1,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_silence_1.wav
106_silence_2,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_silence_2.wav
106_silence_3,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_silence_3.wav
106_silence_4,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_silence_4.wav
106_volume_0,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_volume_0.wav
106_volume_1,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_volume_1.wav
106_volume_2,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_volume_2.wav
106_volume_3,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_volume_3.wav
106_volume_4,106,Determine the number of unique sound sources in this recording.,3,2,1,0,count_audio_perturbations_only/106_volume_4.wav
107_silence_0,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_silence_0.wav
107_silence_1,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_silence_1.wav
107_silence_2,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_silence_2.wav
107_silence_3,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_silence_3.wav
107_silence_4,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_silence_4.wav
107_volume_0,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_volume_0.wav
107_volume_1,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_volume_1.wav
107_volume_2,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_volume_2.wav
107_volume_3,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_volume_3.wav
107_volume_4,107,How many separate sound sources are included in the audio?,2,3,4,5,count_audio_perturbations_only/107_volume_4.wav
109_silence_0,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_silence_0.wav
109_silence_1,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_silence_1.wav
109_silence_2,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_silence_2.wav
109_silence_3,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_silence_3.wav
109_silence_4,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_silence_4.wav
109_volume_0,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_volume_0.wav
109_volume_1,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_volume_1.wav
109_volume_2,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_volume_2.wav
109_volume_3,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_volume_3.wav
109_volume_4,109,How many different sound sources can be heard in this clip?,2,3,1,0,count_audio_perturbations_only/109_volume_4.wav
110_silence_0,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_silence_0.wav
110_silence_1,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_silence_1.wav
110_silence_2,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_silence_2.wav
110_silence_3,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_silence_3.wav
110_silence_4,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_silence_4.wav
110_volume_0,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_volume_0.wav
110_volume_1,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_volume_1.wav
110_volume_2,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_volume_2.wav
110_volume_3,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_volume_3.wav
110_volume_4,110,What is the number of distinct sound sources in the audio file?,3,2,1,0,count_audio_perturbations_only/110_volume_4.wav
111_silence_0,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_silence_0.wav
111_silence_1,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_silence_1.wav
111_silence_2,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_silence_2.wav
111_silence_3,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_silence_3.wav
111_silence_4,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_silence_4.wav
111_volume_0,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_volume_0.wav
111_volume_1,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_volume_1.wav
111_volume_2,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_volume_2.wav
111_volume_3,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_volume_3.wav
111_volume_4,111,How many different types of sounds can be identified in this recording?,3,5,2,4,count_audio_perturbations_only/111_volume_4.wav
112_silence_0,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_silence_0.wav
112_silence_1,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_silence_1.wav
112_silence_2,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_silence_2.wav
112_silence_3,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_silence_3.wav
112_silence_4,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_silence_4.wav
112_volume_0,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_volume_0.wav
112_volume_1,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_volume_1.wav
112_volume_2,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_volume_2.wav
112_volume_3,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_volume_3.wav
112_volume_4,112,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/112_volume_4.wav
114_silence_0,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_silence_0.wav
114_silence_1,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_silence_1.wav
114_silence_2,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_silence_2.wav
114_silence_3,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_silence_3.wav
114_silence_4,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_silence_4.wav
114_volume_0,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_volume_0.wav
114_volume_1,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_volume_1.wav
114_volume_2,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_volume_2.wav
114_volume_3,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_volume_3.wav
114_volume_4,114,What is the total number of unique sounds heard in this audio?,1,4,3,2,count_audio_perturbations_only/114_volume_4.wav
115_silence_0,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_silence_0.wav
115_silence_1,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_silence_1.wav
115_silence_2,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_silence_2.wav
115_silence_3,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_silence_3.wav
115_silence_4,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_silence_4.wav
115_volume_0,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_volume_0.wav
115_volume_1,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_volume_1.wav
115_volume_2,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_volume_2.wav
115_volume_3,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_volume_3.wav
115_volume_4,115,How many distinct sound categories are there in this audio file?,4,2,3,5,count_audio_perturbations_only/115_volume_4.wav
116_silence_0,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_silence_0.wav
116_silence_1,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_silence_1.wav
116_silence_2,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_silence_2.wav
116_silence_3,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_silence_3.wav
116_silence_4,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_silence_4.wav
116_volume_0,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_volume_0.wav
116_volume_1,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_volume_1.wav
116_volume_2,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_volume_2.wav
116_volume_3,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_volume_3.wav
116_volume_4,116,Determine the number of unique sound sources in this recording.,4,2,3,1,count_audio_perturbations_only/116_volume_4.wav
117_silence_0,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_silence_0.wav
117_silence_1,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_silence_1.wav
117_silence_2,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_silence_2.wav
117_silence_3,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_silence_3.wav
117_silence_4,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_silence_4.wav
117_volume_0,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_volume_0.wav
117_volume_1,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_volume_1.wav
117_volume_2,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_volume_2.wav
117_volume_3,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_volume_3.wav
117_volume_4,117,How many separate sound sources are included in the audio?,2,3,1,0,count_audio_perturbations_only/117_volume_4.wav
118_silence_0,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_silence_0.wav
118_silence_1,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_silence_1.wav
118_silence_2,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_silence_2.wav
118_silence_3,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_silence_3.wav
118_silence_4,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_silence_4.wav
118_volume_0,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_volume_0.wav
118_volume_1,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_volume_1.wav
118_volume_2,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_volume_2.wav
118_volume_3,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_volume_3.wav
118_volume_4,118,What is the total number of unique sound types in this audio?,3,0,2,1,count_audio_perturbations_only/118_volume_4.wav
119_silence_0,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_silence_0.wav
119_silence_1,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_silence_1.wav
119_silence_2,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_silence_2.wav
119_silence_3,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_silence_3.wav
119_silence_4,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_silence_4.wav
119_volume_0,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_volume_0.wav
119_volume_1,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_volume_1.wav
119_volume_2,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_volume_2.wav
119_volume_3,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_volume_3.wav
119_volume_4,119,How many different sound sources can be heard in this clip?,3,0,1,2,count_audio_perturbations_only/119_volume_4.wav
122_silence_0,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_silence_0.wav
122_silence_1,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_silence_1.wav
122_silence_2,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_silence_2.wav
122_silence_3,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_silence_3.wav
122_silence_4,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_silence_4.wav
122_volume_0,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_volume_0.wav
122_volume_1,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_volume_1.wav
122_volume_2,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_volume_2.wav
122_volume_3,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_volume_3.wav
122_volume_4,122,How many unique types of sound are present in this audio?,2,1,0,3,count_audio_perturbations_only/122_volume_4.wav
124_silence_0,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_silence_0.wav
124_silence_1,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_silence_1.wav
124_silence_2,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_silence_2.wav
124_silence_3,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_silence_3.wav
124_silence_4,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_silence_4.wav
124_volume_0,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_volume_0.wav
124_volume_1,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_volume_1.wav
124_volume_2,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_volume_2.wav
124_volume_3,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_volume_3.wav
124_volume_4,124,What is the total number of unique sounds heard in this audio?,0,2,1,3,count_audio_perturbations_only/124_volume_4.wav
125_silence_0,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_silence_0.wav
125_silence_1,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_silence_1.wav
125_silence_2,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_silence_2.wav
125_silence_3,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_silence_3.wav
125_silence_4,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_silence_4.wav
125_volume_0,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_volume_0.wav
125_volume_1,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_volume_1.wav
125_volume_2,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_volume_2.wav
125_volume_3,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_volume_3.wav
125_volume_4,125,How many distinct sound categories are there in this audio file?,0,3,1,2,count_audio_perturbations_only/125_volume_4.wav
126_silence_0,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_silence_0.wav
126_silence_1,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_silence_1.wav
126_silence_2,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_silence_2.wav
126_silence_3,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_silence_3.wav
126_silence_4,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_silence_4.wav
126_volume_0,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_volume_0.wav
126_volume_1,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_volume_1.wav
126_volume_2,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_volume_2.wav
126_volume_3,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_volume_3.wav
126_volume_4,126,Determine the number of unique sound sources in this recording.,3,1,2,0,count_audio_perturbations_only/126_volume_4.wav
127_silence_0,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_silence_0.wav
127_silence_1,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_silence_1.wav
127_silence_2,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_silence_2.wav
127_silence_3,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_silence_3.wav
127_silence_4,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_silence_4.wav
127_volume_0,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_volume_0.wav
127_volume_1,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_volume_1.wav
127_volume_2,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_volume_2.wav
127_volume_3,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_volume_3.wav
127_volume_4,127,How many separate sound sources are included in the audio?,4,1,2,3,count_audio_perturbations_only/127_volume_4.wav
128_silence_0,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_silence_0.wav
128_silence_1,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_silence_1.wav
128_silence_2,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_silence_2.wav
128_silence_3,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_silence_3.wav
128_silence_4,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_silence_4.wav
128_volume_0,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_volume_0.wav
128_volume_1,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_volume_1.wav
128_volume_2,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_volume_2.wav
128_volume_3,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_volume_3.wav
128_volume_4,128,What is the total number of unique sound types in this audio?,1,0,2,3,count_audio_perturbations_only/128_volume_4.wav
129_silence_0,129,How many different sound sources can be heard in this clip?,5,2,4,3,count_audio_perturbations_only/129_silence_0.wav
129_silence_1,129,How many different sound sources can be heard in this clip?,5,2,4,3,count_audio_perturbations_only/129_silence_1.wav
129_silence_2,129,How many different sound sources can be heard in this clip?,5,2,4,3,count_audio_perturbations_only/129_silence_2.wav
129_silence_3,129,How many different sound sources can be heard in this clip?,5,2,4,3,count_audio_perturbations_only/129_silence_3.wav
